source,content
euronews,"By Euronews Yayınlanma Tarihi 06/01/2024 - 12:00  Haberi paylaşın Yorumlarİngiltere'de Henk Fırtınası'nın getirdiği yağışlı hava hayatı olumsuz etkilemeye devam ediyor. REKLAM İngiltere'de son bir haftadır süregelen yağışların ardından dolan nehir ve su yatakları cuma günü aşırı yağış nedeniyle taşarak ülke çapında 300'den fazla sele neden oldu. Yaklaşık 750 sel uyarısının yapıldığı ülkede özellikle orta ve güney kesimlerini etkileyen felaket sonucu ulaşımda ciddi aksamalar meydana gelirken, binlerce ev zarar gördü.  Aşırı yağışlar eylül ayından bu yana sekizinci fırtına olarak kayda geçen Henk Fırtınası ile ülkeyi etkisi altına aldı. Perşembe günü Londra'nın doğusundaki Hackney Wick'te su kanalının taşması sonucu 50 kişi tahliye edildi. Northamptonshire İtfaiye ve Kurtarma Servisi, Billing Aquadrome'da sular altında kalan evlerde kalanları kurtarma çalışmaları yürütürkenJacob King/PA Thames Nehri üzerindeki Temple İskelesinde demirli bir parti teknesi perşembe günü şiddetli yağış sırasında battı. Taşkın uyarısı devam ediyor Ülkenin orta kesimlerinde Trent Nehri taştı, başta Avon Nehri'ni güneybatısı olmak üzere birçok büyük nehir için de sel uyarısı veriliyor. Ülkenin birçok bölgesi için sel uyarısı devam ediyorDanny Lawson/PA İngiltere Çevre Ajansı bugün için de önemli nehir taşkınları beklendiğini açıkladı. Ayrıca, hafta sonu boyunca sert rüzgarın etkisiyle düşmesi beklenen sıcaklıklar sonucu, birçok bölgede zeminin çok ıslak olması nedeniyle buzlanmanın sorun olabileceği konusunda uyarı yapıldı. Severn Nehri'nin taşması sonucu Worcester'daki North Parade caddesi sular altında kaldıDavid Davies/AP Öte yandan Surrey ve Berkshire'da aşırı yağışlar nedeniyle kapasiteleri dolan arıtma tesislerinin arıtılmamış kanalizasyon suyunu boşaltması sonucu pis suların halkın kullandığı yürüyüş yollarına aktığı bildirildi. Barcombe Mills'deki Ouse Nehri'nden sel sularının görünümüGareth Fuller/PA Başbakana eleştiri Başbakan Rishi Sunak, sel mağdurlarıyla konuştuğunu ve Çevre Ajansının ""uygun şekilde ve gereken tüm aceleyle"" yanıt verdiğini söyledi, ancak ağır eleştirilere hedef olmaktan kaçamadı.  Başbakanın beklenen sel felaketi karşısında ""direksiyonda uyuduğu"" eleştirisini getiren muhalefet, hükümetin daha fazla evin zarar görmesinin önlenmesi amacıyla acil durum toplantısı talep ediyor. Uzmanlar küresel ısınma sonucu İngiltere'de sel felaketlerinin daha şiddetli ve sık yaşanabileceği uyarısında bulunuyor."
sozcu,"
Yeniden Refah Partisi Genel Başkanı Fatih Erbakan, seçim süreci ve üç büyükşehir için AKP ile iş birliği görüşmelerine ilişkin konuştu.
""HEDEFİMİZ 2028 SEÇİMLERİ""
Partisinin genel merkezinde düzenlenen il başkanları toplantısı öncesi açıklama yapan Erbakan, şunları söyledi:
- 31 Mart seçimlerinde hedefimiz milletimizi Yeniden Refah belediyeciliği ile yeniden Milli Görüş belediyeciliği ile ahlaklı belediyecilikle yeniden buluşturmaktır. Seçimlere 400 binin 500 binin üzerinde üyeyle en canlı teşkilatlarla gireceğiz. Ahlaklı belediyeciliği belediyelerimizde hakim kılacağız. Sonraki hedefimiz de 2028’de Milli Görüşü, Yeniden Refah Partimizi iktidara taşımaktır. Önce ilk adım 31 Mart seçimleri olacak arkasından da 2028’de en büyük zaferlere ulaşacağız.
HAFTA BAŞINDA SON NOKTA KONULACAK 
Açıklamanın ardından Erbakan, gazetecilerin sorularını yanıtladı. Erbakan, yerel seçimlere yönelik AKP’yle yapılan görüşmelere ilişkin soruya şu yanıtı verdi:
- Bu görüşmeler iki görüşme halinde bugüne kadar gerçekleştirildi. Bir tanesi de en son dün akşam gerçekleştirildi, AK Parti heyeti, genel merkezimize ziyarette bulundu. Pazartesi günü son bir görüşme yapılmış olacak ve durum netleşmiş olacak. Bizim buradaki hedefimiz sadece Ankara, İstanbul ve İzmir’de büyükşehir belediye başkanlığı seçimlerinde bir ittifak noktasındadır.
- Pazartesi günü son nokta konulmuş olacak, bir anlaşma söz konusu olmazsa bizim Ankara, İstanbul ve İzmir’de de belediye başkan adaylarımızla seçimlere gireceğiz, bu konuda hazırlıklarımız var. "
diken,"
Hollywood yıldızı Christian Oliver ve iki kızı Karayipler’de meydana gelen bir uçak kazasında hayatını kaybetti. Fotoğraf: The Sun BBC‘nin haberine göre Güney Karayip ülkesi St. Vincent ve Grenadinler’in adalarından biri olan Bequia adası açıklarında perşembe günü uçak kazası meydana geldi. Yetkililer kazaya ilişkin “Uçak havalandıktan birkaç dakika sonra zorluklar yaşadı ve okyanusa düştü” dedi. Gerçek adı Christian Klepser olan 51 yaşındaki aktör, kızları 10 yaşındaki Madita ve 12 yaşındaki Annik de o uçaktaydı. Üçü de kazada öldü. Uçağın sahibi ve pilotu olan Amerikalı Robert Sachs da hayatını kaybetti. Kazanın nedeni henüz tespit edilemedi. 3 Mart 1972’de Almanya’da doğan Christian Oliver, Cate Blanchett ve George Clooney’yle birlikte 2006’da ‘The Good German’ filminde rol aldı. Oliver ayrıca, 2008’de Tom Cruise ile ‘Valkyrie’ filminde de rol aldı. Oliver, oyunculuğun yanı sıra seslendirme sanatçılığı da yaptı.
"
sozcu,"
Türkiye Radyo Televizyon Kurumu (TRT) Ankara Oran’daki stüdyoların reji bölümlerine kameralı takip sistemi kurdu.
Haber Sen, 10 Ocak 2023’te; kameraların kaldırılması için idareye başvurdu. TRT yönetimi, 10 Şubat 2023’te sendikanın başvurusunu reddetti. Haber Sen, bunun üzerine; işlemin iptali için idare mahkemesine dava açtı.
Sendika, iptal başvurusunda; “kameralarla çalışanların özel hayatına müdahale edildiğini, yayın denetiminin başka yollarla yapılmasının da mümkün olduğunu, çalışanların mesai saatlerinde sürekli izlendiğini” belirtti.
TRT: “KAMERALARIN 360 DERECE VE SES KAYIT ÖZELLİĞİ KULLANILMIYOR”
TRT ise sistemin “canlı yayın kazalarını önlemek” amacıyla kurulduğunu savundu. Kurum, mahkemeye gönderdiği savunmasında; “Teçhizatın yüksek maliyetli olması nedeniyle korunmasının amaçlandığını, çalışanların kameranın açısında olmadığını, kameraların 360 derece ve ses kayıt özelliğinin kullanılmadığını, video kayıt alındığına ilişkin uyarı levhalarının asıldığını” belirtti
Ankara 14. İdare Mahkemesi, Haber Sen’in TRT rejilerindeki kameralı takip sisteminin kaldırılmasını talebini 29 Kasım 2023’te karara bağladı. Mahkeme, sendikanın kameraların kaldırılması talebinin reddi yönündeki TRT kararını iptal etti.
Mahkeme iptal kararını; Anayasanın “Özel Hayatın Gizliliği” ile ilgili 20. maddesine, Avrupa İnsan Hakları Sözleşmesi’nin “Özel Hayatın ve Aile Hayatının Korunması” başlıklı 8. maddesine, Birleşmiş Milletler Medeni ve Siyasal Haklar Sözleşmesi’nin “Mahremiyet Hakkı” başlıklı 17. maddesine, Türk Ceza Kanunu’nun “Özel Hayatın Gizliliği” başlıklı 134. maddesine, Ceza Muhakemesi Kanunu’nun “İletişimin tespiti, dinlenmesi ve kayda alınması” başlıklı 135. maddesine, aynı kanunun teknik araçlarla izleme” başlıklı 140. maddesine dayandırdı.
Mahkeme, Anayasa, uluslararası sözleşmeler ve kanunlara atıfla verdiği kararında şu değerlendirmeleri yaptı:
“Özel hayat kavramı eksiksiz bir tanımı bulunmayan geniş bir kavramdır. Bu kapsamda korunan hukuki değer esasen kişisel bağımsızlıktır… Özel hayata saygı hakkı kapsamında korunan hukuksal çıkarlardan biri de bireyin mahremiyet hakkıdır… Kişilerin mesleki hayatı, özel hayatlarıyla sıkı bir irtibat içindedir.
Teknoloji kullanılarak kişisel görüntülerin kayıt altına alınmasında özel hayatın gizliliği ve kişilerin mahremiyet hakkı da dikkate alınarak uygulama yapılması gerektiğinde kuşku ve duraksamaya yer bulunmamaktadır…
“SUÇA YÖNELİK KUVVETLİ ŞÜPHE HALİNDE BİLE EN SON ÇARE…”
Türk Ceza Kanunu’nun 134. ve 135. maddeleri ile Ceza Muhakemesi Kanunu’nun 135. maddesindeki düzenlemeler, suça yönelik kuvvetli şüphe halinde bile en son çare olarak ses ve görüntü kaydına başvurulması gerektiğini ortaya koymaktadır. Avrupa İnsan Hakları Mahkemesi kararları da dikkate alındığında, hakların korunması başka şeklide sağlanamıyorsa kamera sistemlerinin çalışanların çalışma alanlarını görecek şekilde kurulmasının mümkün olduğu, ancak bunun bir son çare olarak değerlendirildiği ve düzenlemenin içeriğini ayrıntılı olarak ortaya koyan özel bir düzenleyici işlem olması gerektiği, kamera sistemlerinin çalışma alanlarını çekmesinin özel hayatın gizliliğini ihlal ettiği…
“ÇALIŞANLARIN İŞ YAPIŞ ŞEKİLLERİNİ DENETLEYECEK VEYA SÜREKLİ OLARAK BELLİ KİŞİLERİ ÇEKECEK ŞEKİLDE KURULMAMASI GEREKTİĞİ”
Sınırlı bir izleme sağlayacak şekilde güvenlik amacıyla giriş çıkışları izlemek üzere veya vatandaşlara da açık olan ortak alanlar ve iş sahiplerinin de giriş çıkışına açık, yoğun bir alışveriş trafiği olan alanlarda kurulabileceği, ancak bu kameraların da çalışanların iş yapış şekillerini denetleyecek veya sürekli olarak belli kişileri çekecek şekilde kurulmaması gerektiği; dava konusu uyuşmazlıkta kameralı takip sistemi ile kurumca belirlenen amacın gerçekleştirilmesinde elverişli sınırlı ve ölçülü olmadığı sonucuna ulaşılmıştır.
Günlük iş ve işlemleri yürüten kamu çalışanlarının çalışma odalarını ve servisleri görüntüleyecek şekilde kamera yerleştirilmesi durumunda, kamu düzeni ve güvenlik amacını aşan uygulamanın kamusal alanda da olsa ‘özel hayatın gizliliği’ni ihlal edici nitelikte olduğu, uygulamanın sınırlarını, usul ve esaslarını gösteren bir kanuni dayanağın bulunmaması, toplanan görüntülerin ileride başka bir şekilde kullanılamayacağına dair bir güvencenin mevcut olmaması ve bu haliyle temel haklar ve anayasal ilkelerle bağdaşmaması nedeniyle dava konusu işlemde hukuka uyarlık bulunmadığı sonucuna ulaşılmıştır.”
İptal kararı oybirliği ile verildi. TRT yönetimi, iptal kararına 30 gün içinde Ankara Bölge İdare Mahkemesi’nde itiraz edebilir.
USTAOĞLU: “İŞYERLERİNİ AÇIKÇA BBG EVİNE ÇEVİRMEYE ÇALIŞTI”
KESK Haber Sen Ankara 1 Nolu Şube Başkanı Burak Ustaoğlu, mahkeme kararını şöyle değerlendirdi:
“Başta Oran yerleşkesi devamlılık stüdyoları olmak üzere tüm rejilere ve ana kumanda gibi teknik birimlere 360 derece dönen, ses kaydetme özelliği olan kameralar yerleştirilmeye başlandı. Kamu kuruluşlarını babalarının çiftliği gibi yönetmeyi alışkanlık haline getiren iktidar, bu uygulama ile işyerlerini açıkça BBG evine çevirmeye çalıştı. 
Bizce neyi hedeflediği gayet açık olan bu uygulama; başta Anayasanın 2. maddesine, özel hayatın ve aile hayatının korunmasına; Birleşmiş Milletler Medeni ve Siyasal Haklar Sözleşmesine ve AHİM kararlarına karşı gelmek oluyordu. Yargı ‘dur’ dese de iktidar tüm itiraz yollarını kullanarak uygulamayı sürdürmeyi denedi, ama sonuç alamadı. Kazanılan davaya karşı yapılan itirazlar sonuç vermedi ve nihai karar ile o kameralar sökülecek dendi.
“KARAR SADECE TRT’Yİ BAĞLAMIYOR”
Tabii ki TRT kamu hizmeti, yayıncılık ilkelerini ne kadar uygulamak zorunda ise mahkeme kararlarında uygulamak zorundadır ve bundan da imtina edeceklerini düşünmüyoruz. Bu karar sadece TRT'yi bağlamıyor. TRT ve benzeri kurumlarda da bu tür uygulamaların önüne geçecek ve idarecilere sınırsız yetki alanı açılımına da izin vermeyecektir."" "
euronews,"By Euronews Yayınlanma Tarihi 06/01/2024 - 10:40  Haberi paylaşın YorumlarABD Dışişleri Bakanı Antony Blinken, Gazze'deki savaşın daha büyük bir bölgesel çatışmaya dönüşeceği endişelerinin arttığı bir ortamda, dördüncü Orta Doğu turuna Türkiye'den başladı. REKLAM Cuma günü geç saatlerde İstanbul'a inen Blinken bugün temasları kapsamında ilk olarak Dışişleri Bakanı Hakan Fidan'la görüşüyor. 7 Ekim'den bu yana ikinci kez Türkiye'yi ziyaret eden Amerika Birleşik Devletleri Dışişleri Bakanı Antony Blinken, bu temaslarında öncelikle İsrail-Hamas savaşının daha geniş bir bölgesel çatışmaya dönüşebileceği yönündeki korkuları yatıştırmaya odaklanacak.  Bu konuların haricinde, İsveç'in NATO üyeliği ve F-16 uçaklarıyla ilgili onay da dahil Türkiye ile ikili ilişkileri de ilgilendiren konular ele alınması bekleniyor. Blinken'ın Cumhurbaşkanı Recep Tayyip Erdoğan'la da görüşebileceği belirtiliyor. Blinken'ın Orta Doğu turu Blinken Orta Doğu turu kapsamında ayrıca Yunanistan, Ürdün, Katar, Birleşik Arap Emirlikleri, Suudi Arabistan, İsrail, Batı Şeria ve Mısır'ı da ziyaret edecek. Blinken bölgeye daha önce yaptığı ziyaretlerde olduğu gibi Gazze'ye insani yardımın genişletilmesi, Filistinli sivil kayıpların en aza indirilmesi için İsrail'e baskı yapılması, Hamas'ın elindeki rehinelerin serbest bırakılması için bastırılması ve savaş sonrası Gazze'nin idaresi için planlama yapılmasının öneminin vurgulanması konularına odaklanacak.  Ancak Blinken, bölgede giderek gerginleşen ve istikrarsızlaşan durumu daha sıkı bir şekilde kontrol altına alma arayışındaki ABD açısından giderek zorlaşan bir görevle karşı karşıya.  İsrail'in Gazze'deki askeri operasyonlarına yönelik uluslararası eleştiriler tırmanırken, Kızıldeniz, Lübnan, İran ve Irak'taki son saldırılar ABD'nin endişelerini arttırıyor."
sozcu,"
AKP ile Cumhur İttifakı'nın diğer bileşenleri Demokratik Sol Parti (DSP) ve Büyük Birlik Partis'inin (BBP) yerelde işbirliğine yönelik çalışmaları sürüyor. 
Bu kapsamda dün AKP, DSP ve BBP'nin yerelde işbirliği heyetleri AKP Genel Merkezi'nde görüştü. 
İŞ BİRLİĞİNİN İÇERİĞİ NETLEŞECEK
Görüşmede yerel seçimde iş birliği noktasında fikir birliğine varan heyetler hafta başı yeniden bir araya gelerek iş birliğinin içeriğini netleştirecek. 
DSP adına heyette yer alan Genel Sekreter Hasan Erçelebi ""Görüşmenin ana teması, Cumhur İttifakı'nın yerel seçimlerden olabildiğince kazançlı çıkması"" dedi. Bu çerçevede yapılması gerekenlerin konuşulduğunu ifade eden Erçelebi ""Önümüzdeki hafta pazartesi ya da salı günü heyetler bir araya geleceğiz. Daha önce bir görüşme yapmıştık, onun üzerine bina ettik"" diye konuştu. 
Görüşmede öncelikle 'seçimde başarı stratejisi' üzerinde durulduğunu belirten Erçelebi, şunları söyledi: 
- Büyükşehirlerde değil ama ilçelerde, belediye meclis üyeliklerinde adayımız olacak. Cumhur İttifakı'na zarar vermeyecek şekilde olabilecek her yerde adaylarımız olacak. Bizim daha önce kazandığımız ilçeler var, yeni kazanacağımız ilçeler var. İlçeler ve beldeler düzeyinde bir hayli gireceğiz. Herhangi bir isimlendirme olmadı. Onları önümüzdeki hafta netleştireceğiz.
""PRENSİPLERİ KONUŞTUK""
BBP adına heyette yer alan Genel Başkan Yardımcısı Bülent İspir ise görüşmede belirlenen çalışma prensiplerinin içini somut olarak doldurmak için pazartesi ya da salı günü bir araya gelineceğini bildirdi. 
Görüşmede, öncelikle Cumhur İttifakı'nın genel seçimde elde ettiği başarının yerel seçimde de sürdürülmesi için seçim işbirliği noktasında fikir birliğine varıldığının altını çizen İspir, şu değerlendirmede bulundu: 
- Büyükşehirler, iller, ilçeler, belediye meclis üyelikleri, il genel meclis üyelikleri gibi konularda nasıl bir işbirliği olacağı noktasında karşılıklı beyanda bulunduk. İttifakın elde ettiği başarının yerel seçimlerde de devam ettirilmesi için bir birliktelik tesis edilmesi konusunda iki partinin karşılıklı görüş birliği oldu. Genel prensipleri konuştuk.
""İSİM KONUŞULMADI""
Görüşmeye, 2019 yerel seçim sonuçları, BBP ve diğer partilerin bu seçimde belediye meclis üyeliklerinde aldığı oy oranları ile 2023 genel seçimlerinin sonuçlarının mukayese edildiği çalışmayla katıldıklarını anlatan İspir, şunları kaydetti: 
- AK Parti de bizim en çok oy aldığımız ilçeleri, beldeleri, kaç belediye kazanmışız bir önceki seçimde, onlar da çalışma yapmışlar. Bizimkiyle örtüşüyor. İsim konuşulmadı. 'Büyükşehir, il ve ilçe' diye bir tasnif yapılmadı. Kritik illerde, büyükşehirlerde ve diğer illerde nasıl bir işbirliği yapacağımızın içini doldurmak üzere görüşeceğiz."" 
BBP'DEN SİVAS TALEBİ 
Görüşmede, kurucu Genel Başkanları Muhsin Yazıcıoğlu'nun memleketi Sivas'tan BBP'nin aday çıkarmasının teşkilatın seçim çalışmalarında motivasyonunu artıracağını dile getirdiklerini belirten İspir ""Onlar da fikrimizi dinlediler, 'değerlendireceklerini' söylediler"" dedi. "
gazeteduvar," DUVAR - Fon dolandırıcılığı davasının sanıkları arasında yer alan zabıta Hüseyin Eligül’ün “30 yıldır tanırım, 500 bin dolara yakın para verdim” dediği Seçil Erzan ile yaptığı 1947 yazışma dava dosyasına girdi. Fona para yatıranların sık sık arayıp para istemeleri üzerine Eligül, Erzan’a yazıp bilgilendirme yaptı. En çok da “İsmet amca” diye bahsettiği kişiyle ilgili mesaj attı. 9 Aralık 2022’de Seçil Erzan’a yolladığı mesajda, “Kızım müsait misin bu İsmet amca başımı ağrıtıyor” diye yazdı. Erzan da “Haftaya cuma ok onun işi” diye yanıt verdi. Eligül 19 Aralık 2022’de Erzan’a, “Kızım İsmet amcayı unutma gözünü seveyim”, 20 Aralık 2022’de de “Yavrum müsait misin bilmiyorum. İsmet amca sorun. ‘45 günlük dedin 3 ay oldu tamam mı benim işim’ diyor” dedi. Hürriyet'ten Ayşegül Usta'nın haberine göre, Eligül, 27 Aralık 2022’de de “Kızım İsmet amcanın işi tamam mı? Arıyor açmadım” diye yazınca Seçil Erzan, “Hayır abi. Ben var da mı vermiyorum. Hayatımı riske attım. Yaşadığım, muhatap olduğum insanları bir bilsen. Toparlamaya çalışıyorum. Aklım gitti artık benim görmüyor musunuz. Ben semilyonu (Çorlu’daki evi) dün satışa verdim” diye sitem etti. Eligül de “Tamam kızım. Ben de veriyorum madem öyle. Birlikte girdik, birlikte çıkarız. Sen nereye ben oraya. Bundan yana sıkıntı yok. Bir damla gözyaşına dünyayı değişmem ben” yanıtını verdi. 16 Ocak 2023’de Hüseyin Eligül, Erzan’a “Musa abi çağırdı yanına geldim” diye yazdı. Erzan da “Ne duymuş?” diye sordu. Eligül de “Kızım bir ortamdaymış. Birileri bizim bu işleri konuşuyormuş. Fatih hocayı ‘Florya’daki kardeşimiz’ falan diye konuşuyorlarmış. ‘Paramızı çalıştırıyor, her ay iyi kazandırıyor’ diyorlarmış. ‘Biz niye 1.5 senedir bekliyoruz’ diyor. ‘Böyle olmayacak konuşalım’ diyor. Bize geldi yardımcı olmak için, tüm şartları zorladık bunun karşılığı diye konuştu” yanıtını verdi  Erzan’ın, “Abi Candaş yanımda çok panik oldum elim ayağım titriyor. Arayamıyorum” demesi üzerine Eligül, “Tamam, üzme kendini. Musa ‘Telaş etmesin’ dedi” diye yazdı. (HABER MERKEZİ) "
sozcu,"
Sağlık Bakanlığı, eleman temininde güçlük çekilen yerlerde ve hizmet dallarında sağlık hizmetlerinin etkili ve verimli bir şekilde yürütülebilmesi amacıyla 27 bin kişilik personel alımı gerçekleştirecek. Sözleşmeli tabiplerin tamamı yataklı tedavi merkezlerinde görev yapacak.
SAĞLIK BAKANLIĞI PERSONEL ALIMI NE ZAMAN?
Sağlık Bakanlığı personel alımı için henüz tarih bilgisi paylaşılmadı. Önümüzdeki günlerde yayınlanacak olan başvuru kılavuzu ile başvuru tarihleri ve başvuru şartları belli olacak. 
SAĞLIK BAKANLIĞI PERSONEL ALIMI HANGİ BRANŞLARDA?
Sağlık Bakanlığı personel alımı 1 Ocak'tan itibaren geçerli olmak üzere 23 bin 464 uzman tabip, 3 bin 498 tabip, 9 ebe, 25 sağlık memuru, 2 hemşire, ve 1 sağlık teknikeri sözleşmeli olarak istihdam edilecek. "
sozcu,"
Damla D. TUNCEL
KONYA’daki Necmettin Erbakan Üniversitesi Tıp Fakültesi öğretim üyesi ve çocuk nöroloji uzmanı Prof. Dr. Hüsnü Çaksen, multipl skleroz (MS) hastalığına ilişkin kaleme aldığı makalede “Allah’tan gelen ceza olduğuna inanıyoruz” diye yazdı. Çaksen’in Alman tıp ve bilim yayıncısı Thieme’de yayınlanan makalesi gündeme bomba gibi düştü. Çaksen’in yazısında “Her ne kadar bilimsel olarak kanıtlanamasa da bazı MS hastalarındaki hastalığın temel sebebinin Allah’tan gelen bir ödül, sınav ya da ceza gibi doğaüstü sebepler olduğuna güçlü bir şekilde inanıyoruz” diye yazması tepki çekti.

Prof. Dr. Hüsnü Çaksen
kovid’i de allah’tan saymış
Makalede “Pek çok MS hastasının hastalıklarının sebebini, pek çok kültürdeki dini bağlamla doğaüstü nedenlere bağladığını vurgulamak isteriz. Tepkilerinden korktukları için bu inancı sağlık profesyonelleriyle paylaşmadılar. Her ne kadar bilimsel olarak kanıtlanamasa da bazı MS hastalarındaki hastalığın temel sebebinin Allah’tan gelen bir ödül, sınav ya da ceza gibi doğaüstü sebepler olduğuna güçlü şekilde inanıyoruz” ifadeleri yer aldı. Çaksen ayrıca “Kader, Allah’ın isteği ve Allah’tan gelen bir ödül ya da test gibi doğaüstü sebeplere inanan pek çok MS hastası psikososyal, zihinsel ve manevi olarak huzur buldu” iddiasını ortaya attı. Sağlıkçıların dine bağlamlı sebepler konusunda eğitilmesini önerdi. Çaksen daha önceki bazı makalelerinde “Kovid-19 salgının Allah’ın insanlara verdiği, kimsenin kaçamayacağı ve korunamayacağı genel bir felaket olduğuna inanıyoruz” ve “İslami öğretiler uygulanır ve köpekler evlerin dışında tutulursa çocuklardaki ısırıklar büyük ölçüde engellenir” gibi ifadeler de kullandı.

Bilime küfreden kişi! 
Prof. Dr. Hüsnü Çaksen’in MS hastalığının Allah’dan gelen bir ceza ya da sınav olduğu yönündeki iddiasına tıp dünyasından ağır eleştiriler geldi. En sert tepkiyi Prof. Dr. Urartu Şeker verdi. Şeken X hesabından tepkisini “Bir Tıp Fakültesi öğretim üyesinin, ‘MS hastalığının doğa üstü nedenleri vardır; MS hastaları Allah tarafından cezalandırıldıkları ya da sınava çekildikleri için hastadırlar demesi’ en basit tabirle terbiyesizliktir! Bu çöp fikirlerini editöryal bir makale olarak basabilmesi ise korkunç. Bilime adeta küfreden bu kişi nasıl profesör olmuş gerçekten ürkütücü!” paylaşımını yaptı. Prof. Dr. Esin Davutoğlu ise “Tıp Fakültesi öğretim üyesi görün... Bir de bu saçmalıkları anlattığı öğrencileri düşünün. Geleceğiniz onlara emanet” ifadelerini kullandı.
DİNDE YERİ VAR MI?
Üsküdar Üniversitesi’nden Prof. Dr. Güner Sönmez “Bu yazdığınızın bilime bir katkısı var mı! Dinde yeri var mı!” diye sorarak “Şaşıracak hiçbir şey kalmadı derken karşıma çıkan haber. Peki değerli öğretim üyesi; 13-14 yaşında MS olan bir çocuk, hangi günahının cezasını çekiyor? Nasıl böyle bir şey yazabilirsiniz!” dedi. Doç. Dr. Yalçın Solak da tepkisini “Derginin editorialini peygamberler tarihi ansiklopedisine çevirmişler. Pediatrik nöroloji dergisi” ifadeleri ile dile getirdi. "
sozcu,"
Ortadoğu’da meydana gelen olaylar, ülkemizde casusluk faaliyetlerini artırdı. Bunlara karşı Milli İstihbarat Teşkilatı (MİT) Başkanlığı ile Emniyet Genel Müdürlüğü İstihbarat Dairesi tarafından koordineli çalışmalar yürütülürken, son olarak İsrail bağlantılı 34 kişi gözaltına alınmıştı. İsrail ajanlarının Türkiye’de bazı büyükelçilikler, büyükelçilik görevlilerine karşı suikast girişiminde bulunabilecekleri dikkate alındı ve kritik büyükelçilikler çevresindeki önlemler artırıldı.

Macaristan Büyükelçiliği’nde inşaat çalışmaları devam ediyor.
Büyükelçiliklerde de güvenlik önlemleri de artırıldı. ABD’nin Ankara Büyükelçiliği, Çukurambar semtinde adeta kale gibi korunan yeni yaptırılan binaya geçen yıl taşınmıştı. İsrail ile ilgili gelişmelerde ön plana çıkan ülkelerden İran’da 89 kişinin ölümüyle sonuçlanan eylemin hangi örgüt tarafından gerçekleştirildiği net olarak belirlenemedi.  İran’ın Ankara Büyükelçiliği’nde iki ay önce başlayan çalışmalarla, büyükelçiliğin bahçe duvarları güçlendiriliyor, duvarlar yükseltiliyor.

ABD, büyükelçiliğini Çukurambar’daki kale gibi binaya taşıdı.
Atatürk Bulvarı üzerinde bulunan Almanya Büyükelçiliği’nin birinci demir parmaklıklı duvarının 5 metre gerisine ikinci bir demir parmaklık yaptırılmıştı. Aynı bulvar üzerinde bulunan Macaristan Büyükelçiliğinde ise büyük bir inşaat faaliyeti devam ediyor, güvenlik ön palana alınıp buna göre yapılaşma sürüyor. İstanbul Cumhuriyet Başsavcılığı tarafından yürütülen “Ajan soruşturması” kapsamında, MİT ile Emniyet İstihbarat Teşkilatı’nın gerçekleştirdiği çalışma sonucu, İsrail İstihbarat Servisinin Türkiye’de ikamet eden yabancı uyruklulara yönelik keşif, takip, darp ve adam kaçırmaya yönelik çalışmaları olduğu belirlendi.

İran Büyükelçiliği bahçe duvarlarını güçlendiriyor. 
Uluslararası casusluk faaliyetleri içerisinde olabilecekleri değerlendirilen 46 şüpheli hakkında gözaltı talimatı verildi. Ekipler, 2 aylık fiziki ve teknik takibin ardından İstanbul merkezli 8 ilde, 57 adrese düzenlenen zincirleme operasyonla 34 şüpheliyi gözaltına aldı.
ZORLU: AJANLAR ARASINDA VATANDAŞLIK VERİLEN VAR MI?
 İYİ Parti Ankara Milletvekili  ve Parti Sözcüsü Prof. Dr. Kürşad Zorlu, casusluk ve operasyonlarına yönelik Cumhurbaşkanı Yardımcısı Cevdet Yılmaz’ın cevaplandırması istemiyle TBMM Başkanlığı’na sonu önergesi sundu. Zorlu, “MİT’in yaptığı operasyonla çoğunluğu yabancı uyruklu 34 kişi İsrail istihbaratına çalışan bir casusluk şebekesinin üyesi olduğu iddiasıyla 2 Ocak’ta başarılı bir operasyonla gözaltına alınmıştı. Milli güvenliğimiz açısından son derece önemli bu operasyonun derinleştirilerek incelenmesi başka hücreleri de tespit bakımından kritiktir. Bu kapsamda casusların ülkemize nasıl girdiği irdelenmeye muhtaçtır. Zira süregelen sığınmacı sorununu da etkileri açısından dikkate almak gereklidir” dedi.
Kürşad Zorlu, Cumhurbaşkanı Yardımcısı Cevdet Yılmaz’ın şu soruları cevaplandırmasını istedi:
■ Bu ajanlar hangi tarihte tespit edilmiştir?
■ Ajanların kaçı Türk vatandaşı kaçı yabancı uyrukludur?
■ Yabancıların uyruklarına göre dağılımı nedir?
■ Kaç tanesine Türk vatandaşlığı verilmiştir?
■ Bunlardan konut satışı yoluyla vatandaşlık alan var mıdır?
■ Varsa bunların istihbarat ve güvenlik soruşturmaları yapılmış mıdır? "
