source,content
bbcturk,"Macaristan'da dün yapılan genel seçimde 12 yıldır iktidarda olan Başbakan Viktor Orban büyük bir zafer kazandı. Orban'ın dünyanın dikkatle takip ettiği seçimde elde ettiği zaferin Avrupa Birliği (AB) için büyük bir baş ağrısına neden olabileceği düşünülüyor. Orban, AB ile yıllardır hukukun üstünlüğü, basın özgürlüğü ve göç gibi önemli konularda fikir ayrılığı yaşadı.Pazar gecesi zafer konuşması yapan Orban ""Galibiyetimiz o kadar büyük ki Brüksel'i bırakın Ay'dan görebilirsiniz"" dedi.Budapeşte ile Brüksel şimdi ise Rusya'nın Ukrayna'yı işgali konusunda anlaşmazlık içinde. Viktor Orban, Rusya Devlet Başkanı Vladimir Putin ile sürdürdüğü yakın ilişki ile tanınıyor. Macaristan, birçok AB ülkesi gibi Rusya'dan enerji ithal ediyor. Ancak uzmanlar, bundan öte iki lider arasındaki benzerliklere dikkat çekiyor.İkisinin de AB'yi, siyasi muhalefeti, araştırmacı basını ve LGBT hakları gibi konuları küçümsediği düşünülüyor.Ancak Orban elbette hem AB hem de NATO üyesi bir ülkenin lideri olarak Putin'den çok farklı. Rusya'nın Ukrayna'yı işgali, Macaristan'daki seçim kampanyasının son haftasında en baskın konu oldu.AB ve NATO, Rusya'nın Ukrayna'yı işgalini çok sert bir şekilde kınıyor, bu dönemde her iki ittifakın da Putin ile ilişkileri bozuldu. Bu da Macaristan'ı zor bir konumda bırakıyor.24 Şubat'ta başlayan işgalden hemen önce konuştuğum bir AB ülkesinin dışişleri bakanı, ""Budapeşte'deki arkadaşımız için endişeleniyorum"" ifadesini kullanmıştı.Batı ülkeleri işgalin ardından Rusya'ya karşı yaptırım uygulamaya başladığında Macaristan katılmaya karar verdi. Ancak Macaristan'da muhalefet liderleri, devlet medyasının Ukrayna'daki savaş konusunda Rusya yanlısı ve propaganda içeren haberlere yer vermesinden şikayetçi. Liderler, Mart başında Avrupa Güvenlik ve İşbirliği Teşkilatı'na (AGİT) bu konuda resmi şikayette bulundu.Ukrayna ile sınır paylaşan Macaristan'a Rusya'nın işgalinden bu yana neredeyse 400 bin kişi göç etti.Ancak Orban, Macaristan'ın iki dev ülke arasındaki savaştan uzak durması gerektiğini, karışmanın Macaristan için çok tehlikeli olacağını söyledi.Orban, Ukrayna'ya silah desteği göndermeyi ve başka ülkelerin silahlarını Macaristan aracılığıyla göndermesini reddetti.Orban aynı zamanda Ukrayna Devlet Başkanı Volodimir Zelenskiy'i eleştiren tek AB lideri oldu.Hükümet, Zelenskiy'nin Macaristan'da muhalefet ile işbirliği yaparak Macar birlikleri savaşa sürüklemekle suçladı.Siyasi yorumcu Peter Kreko, ""Macaristan'da Ukrayna savaşı konusunda çok ciddi miktarda dezenformasyon dolaşıyor. Hatta o kadar çok ki Macarlar savaşı Ukrayna'nın başlattığını düşünüyor"" diye anlatıyor.Macaristan'da çoğu devlet ve özel basın kurumu Orban destekçileri tarafından yönetiliyor.Orban yanlısı figürler aynı zamanda ülkedeki birçok önemli şirketin, üniversitenin ve sivil toplum kuruluşunun da başında yer alıyor.Uzmanlar, ülkede giderek büyüyen Orban destekçisi elit ve zengin sınıfa ""Orban'ın oligarkları"" lakabını taktı.Macaristan giderek tecrit ediliyorPazar günü sandıklarda konuştuğum Orban karşıtı seçmenlerin bile büyük çoğunluğunun Ukrayna'daki savaşı kimin başlattığı ve ölümlerden kimin sorumlu olduğu konusundaki kararsızlıkları şaşırtıcıydı.Bu kararsızlık, Ukrayna bayraklarıyla sarıp sarmalanmış diğer AB ülkelerine kıyasla çok farklı.Orban, kendisini pragmatik bir siyasetçi olarak tanımlıyor. Berlin Duvarı'nın yıkılışından sonra çok açık bir şekilde komünist karşıtı olan Macar lider, bugün nostaljik milliyetçi ve muhafazakar olarak tanımlanabilir.Ancak yıllardır doğu ve batı müttefiklerle çeşitli işbirlikleri yapan ve sınırları zorlayan Orban'ın Ukrayna konusundaki tutumu AB ve NATO ülkeleri için rahatsız edici.Macaristan bu dönemde giderek izole oluyor.Orban, en yakın AB müttefiki olan, ancak Rusya konusunda çok sert ve eleştirel bir tutuma sahip Polonya'yı bile kendisinden uzaklaştırmayı başardı.Ancak her şeye rağmen Orban, AB'nin en deneyimli liderinden biri olduğu için AB ve NATO onu tamamen dışlamak istemeyecektir.Batı'nın Putin'e karşı tam birlik içinde olmayı hedeflediği bu dönemde Orban, AB için keskin bir diken olabilir. "
bbcturk,"Olivia Rodrigo, Silk Sonic ve Jon Batiste; 64. Grammy Ödülleri'ne damga vurdu. Batiste'in soul albümü ""We Are"" Yılın Albümü ödülünü, Rodrigo ise En İyi Yeni Sanatçı ve An İyi Pop albümü ödüllerini kazandı. Silk Sonic, Leave The Door Open ile hem En İyi Kayıt hem de Yılın Şarkısı ödüllerini aldı. Ödüllerin yanı sıra seramonide, Foo Fighters grubunun geçtiğimiz hafta hayatını kaybeden 50 yaşındaki davulcusu Taylor Hawkins onurlandırıldı. Ayrıca Ukrayna Devlet Başkanı Volodimir Zelenskiy'nin, ""Bizim müzisyenlerimiz takım elbise yerine çelik yelek giyiyor, hastanelerde yaralılara şarkı söylüyor. Ülkemize ölüm sessizliği getiren Rusya'ya karşı savaşıyoruz. Bu sessizliği müziğinizle doldurun. Hikayemizi anlatın. Savaşla ilgili gerçeği sosyal medya ağlarınızda ve televizyonlarda anlatın"" dediği önceden kaydedilmiş video paylaşıldı. Konuşması John Legend'ın Ukraynalı müzisyenler Siuzanna Iglidan ve Mika Newton ile şair Lyuba Yakimchuk'la gerçekleştirdiği performansın ardından gösterildi. Tören Las Vegas'ta GMG Grand'da düzenlendi. Lil Nas X, Billie Eilish ve BTS de sahne alanlar arasındaydı.Jon Batiste'in We Are albümü, büyüdüğü New Orleans siyahi caz müzik geleneğinden Al Green'in klasik soul tarzına modern R&B üzerinden ulaşıyor. Albümünün ana parçası 2020'deki Black Lives Matter hareketini desteklemek için yazılmıştı. Ayrıca albümün pozitif duruşu ve nesiller arası bilgelik teması, bu yılki Grammy'de Batiste'e 11 adaylık kazandırdı. Silk Sonic grubu Bruno Mars ve rapçi/davulcu Anderson Paak'ın bir projesi. Leave The Door Open şarkıları, The Chi-Lites ve Earth, Wind & Fire gibi modern duyarlılıklara da göz kırpan 70'lerin soul müzik sesleriyle dolu.Yılın Şarkısı ve Yılın Kaydı alanlarında çifte zaferlere imza atan ikili sonuçtan memnundu. Paak, ""Bu noktada gerçekten mütevazi kalmak için elimizden gelenin en iyisini yapıyoruz, ancak sektörde buna 'silip süpürdük' deriz"" şeklinde konuştu. ""Diğer tüm adaylara... Bu akşam içkiler Silk Sonic'ten"" dedi.Batiste de Silk Sonic de kusursuz olmakla beraber Grammy Ödülleri'nin başını ağrıttı.Her ikisi de 2021'in sesi olarak kabul edilemez. Hatta, Batiste'in albümü İngiltere'de listelere girememiş ve ABD'de sadece 86 numaraya ulaşmıştı.Daha da kötüsü, onların zaferleri, birden fazla adaylığa rağmen hiçbir ödül alamayan Lil Nas X ve Billie Eilish gibi daha genç, ileri görüşlü sanatçıların gözden kaçırıldığı anlamına geliyordu. O zaman, Drivers Lisense şarkısı ile dünya çapında başarı elde eden ve ardından pop-funk Good 4 U'yla zirveye ulaşan, mükemmel çıkışıyla tanınan Olivia Rodrigo'ya şükürler olsun. En İyi Yeni Sanatçı'nın yanı sıra En İyi Pop Solo Performansı ve En İyi Pop Albümü ödüllerini de aldı.19 yaşındaki Rodrigo ikinci ödülünü ""Sizin için ve sizin sayenizde"" dediği ailesine adadı:""Dokuz yaşındayken zar zor bir parende atabilsem de, anneme olimpik bir jimnastikçi olacağımı söyledim. Sonraki hafta, ona Grammy kazanacağımı söylediğimde, sadece küçük bir çocuğun boş hayali olduğunu düşünmesine rağmen bana çok destek oldu. Ne kadar çılgın olursa olsun tüm hayallerime destek olduğu için anneme teşekkür etmek istiyorum.""Davulcuları Taylor Hawkins'in henüz 50 yaşında hayatını kaybetmesinin üzerinden yalnızca birkaç gün geçen Foo Fighters grubu da üç ödül kazandı. Grubun katılmadığı törende ödülleri menajerleri Jimmy Jam aldı.'Ödüllerin verildiği bir konser'Ödül töreni Covid-19 nedeniyle üç ay ertelenmişti. Sunucu Trevor Noah, ""Bunu bir ödül töreni olarak düşünmeyin. Bunu ödüller verdiğimiz bir konser olarak düşünün"" dedi. Öyle de oldu.İlk 25 dakika boyunca, gecenin ana adayları, Silk Sonic, Olivia Rodrigo ve J Blavin arka arkaya performanslar gerçekleştirdi. Country müzik kategorisinde üstünlüğü elinde tutan Chris Stapleton, En İyi Country Şarkı ödülünü aldığı Cold'la büyüleyici bir performans sergiledi. Lady Gaga, sağlık sorunu nedenleriyle törene katılamayan düet partneri Tony Bennett'i saygıyla andı, Love For Sale ve Do I Love You şarkılarını seslendirdikten sonra gözyaşlarına boğuldu. ""Seni seviyorum Tony, seni özledik."" dedi.Tören, bu sene de geçim kaynakları pandemi nedeniyle kesintiye uğrayan perde arkası çalışanlarını kutladı, sahne arkasında çalışan kadınlara odaklandı.Bunlar arasında, Billie Eilish'i ""dünyanın en iyi 20 yaşındaki patronu"" olarak nitelendiren sanatçının tur yöneticisi Nicole Massey de vardı.Tören Will Smith ve Chris Rock arasındaki gerginliğin yaşandığı Oscar Ödülleri'nden bir hafta sonra düzenlendi. Törenin televizyonda yayımlanmayan bir bölümünde sunucu Nate Bargatze, klasik adayları kask takarak tanıttı. ""Ödül gösterilerindeki komedyenlerin giymesi gereken şey artık bu"" diye şaka yaptı.Noah da açılış konuşmasında olaya değindi. ""Dans edeceğiz, şarkı söyleyeceğiz, insanların isimlerini ağzımızdan uzak tutacağız"" dedi.Organizatörler için başka bir rahatlama da, ödül törenlerini bozan Kanye West'in, performans daveti geri çekildikten sonra katılmamaya karar vermesi oldu.Ancak rap yıldızı, Jail'le En İyi Rap Şarkısı ve Hurricane ile En İyi Melodik Rap performansı ödüllerini kazandı.Ayrıca Bennett, şimdiye kadarki ikinci en yaşlı Grammy ödülü sahibi oldu. 95 yaşındaki sanatçı Lady Gaga ile düet albümündeki Love for Sale adlı şarkısı ile En İyi Geleneksel Vokal Pop Albümü ödülünü kazandı. "
donanimhaber,"









Tam Boyutta Gör



Oyun sektöründe son dönemin popüler olayları şüphesiz büyük satın alımlar. Geçtiğimiz günlerde de Jim Ryan'dan bu yönde bir açıklama geldi.Geçtiğimiz günlerde PlayStation patronu Jim Ryan bir podcast'e katıldı ve orada önemli bir açıklamada bulundu. Söylediğine göre PlayStation daha fazla satın alım planı yapıyor. Ne yazık ki hangi stüdyoların planda olduğuna dair bir açıklama gelmedi.




Söylentiye göre Xbox Game Pass'e aile planı geliyor


2 yıl önce eklendi






Son çıkan söylentiler PlayStation'ın Bethesda büyüklüğünde bir stüdyoyu satın alma planı olduğu yönünde ancak hangisi olduğu ve planın ne kadar gerçek olduğuna dair bir bilgi bulunmuyor. Son dönemde büyük şirketlerden gerçekten büyük satın alım haberleri duyduk ve bu yüzden çok da şaşırtıcı bir haber olmayabilir. Ancak PlayStation'ın yeni PS Plus sistemiyle birlikte yeni atılımlar yapacağı kesin diyebiliriz."
donanimhaber,"









Tam Boyutta Gör



İnternet dünyasında yaşanan siber saldırıların toplamından belki de daha fazlası kripto para dünyasında yaşanıyor. Tek seferde siber saldırganlar yüz milyonlarca dolar birikimi çalabiliyor. Artık her hafta bir siber saldırı yaşanmaya başladı. Coinbase gibi önemli borsalarda listeli olan Inverse Finance, borç verme ve borç alma üzerine kurulu bir Ethereum çözümü. Hafta sonunda saldırganlar sisteme 901 Ethereum yatırdı ve bir açığı kullanarak INV kripto parasını manipüle etti. 




Axie Infinity ekosisteminde siber saldırı


2 yıl önce eklendi






Kısa sürede 600$ seviyesine yaklaşan INV ile YFI, WBTC ve platformun DOLA kripto parasını satın alan saldırganlar bunları UNISWAP gibi DEX borsalara çekerek sattı. Elde ettiği 4200 civarında Ethereum’u ise Tornado Cash üzerinde akladı. 14.1 milyon dolarlık bir zarara sebep olan saldırı sonrasında platformdaki tüm işlemler durduruldu. Ekip mağdur olan her yatırımcıya geri ödeme yapacaklarını duyurdu. Haber ile birlikte 280$ altına sarkan INV de 320$ seviyelerine geri toparladı.
 "
donanimhaber,"









Tam Boyutta Gör



Covid-19'un ülkemizdeki etkisi epey azalmaya başladı. Dün açıklanan Covid-19 verilerine göre Türkiye’de uzun zaman sonra ilk kez yeni vaka sayısı 10 binin altına indi. 3 Mart 2022 tarihli tabloya göre son 24 saatte 9 bin 21 kişinin Covid-19 testi pozitif çıktı, 38 kişi hayatını kaybetti.Yeni vaka sayısının 10 binin altında olduğu son tarih 22 Temmuz 2021’di. 8 ay sonra yeniden 10 binin altını gördük.




Türk bilim insanının Covid-19 araştırması yayınlandı


2 yıl önce eklendi






Aşılama verilerine baktığımızda ise toplam 147 bin doz aşı uygulandığı ve üçüncü doz aşı olanların sayısının 27,6 milyon olduğu görülüyor. Aşılamada bir sene geride kalmasına rağmen Şanlıurfa, Batman, Siirt, Diyarbakır ve Bingöl’de ikinci doz aşı yapılma oranı yüzde 65’in altında."
donanimhaber,"









Tam Boyutta Gör



Kripto para dünyasında donanım tabanlı cüzdan çözümleri sunarak geniş kitlelere adını duyuran Trezor bu kez siber saldırı ile gündemde. Pek çok Trezor kullanıcısı verilerin sızdırıldığını iddia ediyor.Twitter üzerinde artmaya başlayan şikâyetler dikkatlerin Trezor girişimine çevrilmesine neden oldu. Kullanıcılar kayıtlı mail adreslerine oltalama postalarının gönderildiğini ve şifrelerin çalınmaya çalışıldığını bildirdi. 




Axie Infinity ekosisteminde siber saldırı


2 yıl önce eklendi






Trezor girişimi de sızıntıyı doğrularken olayın mail aboneliği sağlayan MailChimp tarafında bir sızıntı olduğunu belirtiyor. Şirket içi gelişmeleri önceden haber alarak ticaret yapmaya çalışan bir firmanın MailChimp veri tabanına eriştiği dile getiriliyor. Trezor çalınan email adreslerinin toplam miktarını tespit edebilmek için inceleme başlattı. Herhangi bir mağduriyet yaşanmaması adına kesinlikle farklı adreslere yönlendiren epostalara itibar edilmemesi isteniyor. 
 "
gazetoksijen,"Karamanlı Ovası'nda bulunan ve Uluslararası Sulak Alanlar Listesi'nde yer alan 1190 hektarlık Karataş Gölü, 1985'te Yaban Hayatı Koruma Alanı ilan edildi. Göçmen kuşlar için önemli beslenme ve yumurtlama alanı olmasının yanında balıkçılık ve sulamayla da bölgeye ekonomik katkı sağlayan göl, geçen eylül ayında tamamen kurudu. Karataş Gölü, bu yıl yoğun yağışlı geçen kışın ardından karların erimesi ve havzadaki su kaynaklarının yönlendirilmesiyle su tutmaya başladı. Sular çekildikten sonra göl çanağında ortaya çıkan balık ağları ve şişe gibi atıklar temizlenmedi. Balıkçılar, suyun tekrar yükselmesiyle gölün içinde kalan atıkların temizlenmesi için yetkililerden destek bekliyor.Karamanlı Belediye Başkanı Fatih Selimoğlu, Karataş Gölü'nün geçen yıl tarımsal sulama ve kuraklık nedeniyle tamamen kuruduğunu söyledi. Durumu Burdur Valiliği'ne iletmelerinin ardından Devlet Su İşleri'nin yaptığı çalışmayla bölgedeki Ged Deresi'nin bir kısmının göle yönlendirildiğini belirten Selimoğlu, ""Kuş cenneti olmaya aday gölümüz Karataş, şu anda su tutmaya başladı"" dedi.Gölün su tutmaya başlamasının yüzlerini güldürdüğünü söyleyen Selimoğlu, ""Karataş Gölü büyük bir havzanın sulama kaynağı. Biz Karamanlı Ovası'nda yaş ve kuru mahsul alanı diye araziyi haritalandırıyoruz. Halka da duyurular yapıyoruz. Bizce Karamanlı Tefenni ve Karataş havzasında planlı ekimlere gidilmeli. Sondaj kuyuları planlı kullandırılmalı. Bilinçli su tüketimiyle Karataş Gölü'müzü daha iyi koruruz. Yağışlar, Kılavuzlar köyü, Kemer ilçesi ve Ged Deresi'nden gelen kaynaklarla gölümüz biraz su tutmaya başladı. İnşallah ilerleyen süreçte yeniden balık salma programı yapacağız"" dedi. Karataş Gölü Su Ürünleri Kooperatifi Başkanı Salih Kutlu da gölün su tutmaya başlamasına sevindiklerini ancak ortaya çıkan atıkların yeniden göl içinde kalmasına ise üzüldüklerini söyledi. Göl çevresinde açığa çıkan bazı atıkları balıkçılarla ellerinden geldiğince toplamaya çalıştıklarına işaret eden Kutlu, ""Atıkların toplanması konusunda yetkililerden destek bekliyoruz. Alan çok geniş olduğundan ve su da yükselmeye devam ettiğinden yetişemiyoruz. Su daha çok yükselmeden atıkların en kısa sürede toplanması burada yaşayan canlılar için elzem durumda. Çevre temizlenirse daha güzel bir doğa ve göl olur"" diye konuştu.Gölün su tutmasına yardımcı olan Burdur Valisi Ali Arslantaş'a bölge halkı olarak teşekkür ettiklerini belirten Kutlu, yetkililerin ilgisi sürdükçe gölün daha çok su tutacağını ve temiz olacağını dile getirdi. Göl kuruduğundan balıkların öldüğünü ifade eden Kutlu, ""Çamur altında hala kerevitin (tatlı su ıstakozu) olduğu söyleniyor. Kışın, 25-30 santimetreden fazla kar yağdı. Gölümüzdeki su miktarı artıyor. Balıkçılar olarak gölün su tutmasına çok sevindik"" dedi.Balıkçı Enver Yüksel de göldeki su seviyesinin balıkçılık için yeterli olmadığını belirterek, göle su gelmesini engelleyen kanallardaki sazlıkların bir an önce temizlenmesi gerektiğini vurguladı."
gazetoksijen,"Türkiye Futbol Federasyonu'nda Mehmet Baykan istifasının ardından Nuri Akın ve Alkın Kalkavan da görevi bırakma kararı aldı.  Arka arkaya gelen ayrılıklardan sonra başkan Nihat Özdemir de görevinde istifa etmeye karar verdi. TFF'nin Riva'daki Hasan Doğan Milli Takımlar Kamp ve Eğitim Tesisleri'nde gerçekleştirilen yönetim kurulu toplantısında istifa eden Özdemir, daha sonra Yayın İhale Komisyonu üyeleri, Kulüpler Birliği Vakfı Başkanı Ahmet Ağaoğlu ve bazı Süper Lig kulüplerinin başkanlarıyla bir araya geldi. Bu toplantının ardından tesislerden ayrılan Özdemir, basın mensuplarının açıklama talebini geri çevirdi.TFF'nin resmi sitesinden yapılan açıklamada şu ifadelere yer verildi: Türkiye Futbol Federasyonu Yönetim Kurulu'nun bugün yaptığı toplantıda, Başkanımız Sayın Nihat Özdemir görevinden istifa etmiştir.Yönetim Kurulu'nun aldığı kararla, Türkiye Futbol Federasyonu'na Başkan Vekili Sayın Servet Yardımcı vekâleten başkanlık edecektir. Kamuoyuna saygıyla duyurulur.""Nihat Özdemir, 5 Nisan 1950 tarihinde aslen Bitlisli olan bir ailenin çocuğu olarak Diyarbakır’da doğdu İlkokul, ortaokul ve liseyi Diyarbakır’da okudu. 1967 yılında Ankara’ya gelerek üniversiteye başladı. Gazi Üniversitesi Mühendislik Mimarlık Akademisi'nden makine yüksek mühendisi olarak mezun oldu. Mezun olduktan sonra da aynı okuldan arkadaşı Sezai Bacaksız ile beraber asistan olarak aynı okulda çalışmaya başladı. Bacaksız ile birlikte 1973-1975 yıllarında Ege Üniversitesi’ne gidip, endüstri bölümünde master yapıp, asistanlığa devam etti. İki arkadaş o yıllarda birlikte Limak Holding’in temelini kurdu.Nihat Özdemir, Limak Holding’in Sezai Bacaksız ile kurucu ortağıdır. 1976 yılında LİMAK İnşaat Sanayi ve Ticaret A.Ş.yi kurmuş; Türkiye’nin önde gelen resmi ve özel kuruluşlarının baraj, sulama tesisleri, boru hatları, arıtma tesisleri, yollar ve anahtar teslimi fabrika işlerini zamanından önce üstün kalite ile tamamlamış ve artan bir yoğunlukla yeni işlerin yapımını üstlenmiştir.  LİMAK’ın faaliyet alanını sadece inşaat taahhüdü ile sınırlamamış, yetişmiş insan gücünü, Enerji, Turizm, Çimento ve Gıda sektörlerine de taşımıştır.90'lı yıllarda Ankara sanayi odası meclis başkanlığı görevinde bulundu. 1995-96 yıllarında Ali Şen ile birlikte Fenerbahçe yönetimine girdi. 2000 yılından itibaren de Aziz Yıldırım ile birlikte çalışmaya başladı.Limak Şirketler Grubu; 1995’te turizm, 1997’de enerji, 2000’de çimento sektörlerine girdi. 2008 yılında havalimanı işletme sektörüne adım attı. Aynı yıl Limkon Konsantre Meyve Suyu Tesisleri’ni açarak gıda sektöründe Halen LİMAK Holding’in Yönetim Kurulu Başkanı olan Nihat Özdemir aynı zamanda Fenerbahçe Spor Kulübünün eski ikinci başkanıdır.Türkiye Müteahhitler Birliği’nin Başkanlığı’nı da yapmış olan Nihat Özdemir, İstanbul Sabiha Gökçen Havalimanı'nın hissedarıdır.Nihat Özdemir, Gülseren Özdemir ile evlidir. Batuhan Özdemir adında oğlu ve Ebru Özdemir adında kızı vardır. Nihat Özdemir, Forbes Türkiye'nin 2017'de hazırladığı En Zengin 100 Türk listesinde 1.6 milyar dolarlık servetiyle 14. sırada yer almaktadır.1 Haziran 2019 tarihinde yapılacak olan Türkiye Futbol Federasyonu (TFF) başkanlık seçimlerinde, TFF Başkan adayı olduğunu 16 Mayıs 2019 tarihinde açıkladı. 1 Haziran 2019 tarihinde yapılan TFF Olağan Seçimli Genel Kurulu'na tek başkan adayı olarak giren Nihat Özdemir, 174 oyla Türkiye Futbol Federasyonu (TFF) başkanı seçildi. Özdemir 3 yıldır sürdürdüğü görevinden 4 Nisan 2022'de istifa etti "
gazetoksijen,"Rusya'nın Ukrayna’da sürdürdüğü savaş ekonomileri ve tedarik zincirini daha sert vururken, Almanya’da perakende fiyatlarında fiyat artışları devam ediyor. Almanya Perakendeciler Birliği (HDE) Başkanı Josef Sanktjohanser, Neue Osnabrücker Zeitung'a (günlük gazete) yaptığı açıklamada, Alman tüketicilerin gıda ve diğer perakende fiyatlarında önemli ölçüde başka bir fiyat artışı dalgasına hazırlanması gerektiğini bildirdi.Ukrayna savaşından önce bile, perakende fiyatlarının artan enerji fiyatlarıyla önemli ölçüde yükseldiğini vurgulayan Sanktjohanser, ""İkinci fiyat artış dalgası geliyor ve kesinlikle çift hanelerde olacak"" ifadesini kullandı. Sanktjohanser, Almanya’da bazı gıda perakende zincirlerinin fiyatlarını artırmaya başladığını belirterek, diğerlerinin de fiyatları artırmak zorunda kaldıklarını vurguladı. Almanya Perakendeciler Birliği Başkanı Sanktjohanser, ""Savaşın etkisinin tüm süpermarketlerde fiyat etiketlerine yansıdığını yakında görebileceğiz"" dedi.Son zamanlarda Aldi, Lidl, Edeka ve Penny gibi Almanya’nın önde gelen gıda perakende zincirleri fiyatlarını yükseltmek zorunda kalırken, bu fiyat artışları Alman tüketiciler için endişe kaynağı olmaya devam ediyor. Ülkenin önde gelen indirim market zincirlerinden Aldi, yaptığı açıklamada, Rusya Ukrayna savaşının etkisiyle enerji ve gıda maliyetlerinde yüksek artış nedeniyle fiyat artışlarına devam edileceğini bildirdi.Aldi, 4 Nisan’dan itibaren tedarikçilerinden gelen fiyat artışları nedeniyle et ve yağ ürünleri başta olmak üzere gıda ürünlerinin önemli ölçüde zamlanmasını bekliyor. Aldi, son üç haftada yaklaşık 180 ürünün fiyatını yükseltmişti. Uzmanlar, yakın zamanda Alman süpermarketlerin raflarında ürün kıtlığı olmasını beklemezken, fiyatlar çok yükseldiğinde tüketicilerin satın alma gücünün düşeceğini belirtiyor.Almanya'nın önemli ekonomi ve düşünce kuruluşlarından Ekonomi Araştırma Enstitüsü (Ifo) tarafından martta yayımlanan bir ankete göre, Almanya'nın gıda perakende sektöründeki neredeyse tüm şirketler gelecek 3 ayda fiyat artışları planlıyor.Almanya Federal İstatistik Ofisi (Destatis) verilerine göre, Almanya’da şubatta yüzde 5,1 olan yıllık enflasyon, martta yüzde 7,3'e çıkarak 1981'de İran-Irak savaşının petrol fiyatlarında artışa neden olmasından bu yana görülen en yüksek seviyeye ulaşmıştı. Enflasyonun martta yüzde 6,3’lük beklentinin çok üzerinde gelmesi dikkati çekmişti. Son dönemde özellikle enerji ürünleri başta olmak üzere tedarik dar boğazlarının enflasyonu yukarı yönlü baskılaması dikkati çekiyor."
hurriyet,"Haberin DevamıÖrgüt elebaşı Abdullah Öcalan’ın doğum gününde doğduğu Halfeti ilçesinin kırsal Ömerli Mahallesi’ne gitmek isteyen grup, Birecik otoyolu girişinde durduruldu. Güvenlik güçleri gruptan, Valilik tarafından her türlü etkinlik ve toplanmaların yasaklandığını belirtilerek dağılmalarını istedi.Aralarında HDP'li vekillerin de olduğu grup, gitmekte ısrar edince gerginlik yaşandı. Kısa süreli gerginlik, gruptakilerin basın açıklaması yaparak bölgeden ayrılması ile son buldu. "
