source,content
bbcturk,"Şili'de askeri diktatörlük döneminden kalma anayasanın yerini almak üzere hazırlanan yeni anayasa tasarısı, seçmenlerce reddedildi.Dün yapılan referandumda seçmenlerin yaklaşık yüzde 62'si anayasa tasarısına karşı ret oyu kullandı.Katılımın yüksek olduğu oylamada, tasarıya karşı çıkanların oranı beklenenden yüksek oldu.Şili Devlet Başkanı Gabriel Boric, ""yeni bir anayasal süreç"" oluşturmak üzere Kongre ve sivil toplum örgütleriyle ortak çalışma yürüteceğini söyledi.Aralık ayındaki başkanlık seçimini sol ittifakın adayı olarak kazanan Boric, yeni anayasa taslağını destekliyordu.  Boric, Kurucu Meclis tarafından hazırlanan taslağın benimsenmediğinin anlaşıldığını belirtti ve ""Halkın sesini dinlemek zorundayız"" dedi.Boric, ""güven verecek ve birliği sağlayacak"" bir taslak için çalışmaya devam edeceğini söyledi.Şili'de 1980'de yürürlüğe giren mevcut anayasa, 1973'te askeri darbe ile yönetime el koyan ve 1990'a kadar iktidarını sürdüren General Augusto Pinochet rejiminin ürünüydü. 2019'da gelir eşitsizliği ve yaşam standartlarının kötüleşmesine karşı ülkeyi sarsan kitlesel protestolar yeni anayasa sürecinin tetikleyicisi oldu. Ekim 2020'de yapılan referandumda seçmenlerin yüzde 80'i mevcut anayasanın değiştirilmesi yönünde oy kullandı.  Yeni anayasayı hazırlayacak Kurucu Meclis'in 155 üyesi halk tarafından seçildi ve bağımsızlar ve muhalefet adayları üçte iki çoğunluğu oluşturuyordu.Ancak seçmenlerin birçoğunun yeni anayasa tasarısını fazla radikal bulduğu belirtiliyor.Bu tasarıda Şili ""çok uluslu"" bir devlet olarak niteleniyor, ülke nüfusunun yüzde 13'ünü oluşturan yerlilerin, toprak ve doğal kaynakları kullanma hakkı da dahil olmak üzere hakları tanınıyordu.Tasarı ayrıca birçok devlet kurumunda da değişiklik getiriyor; mevcut Senato'nun yerine Bölge Meclislerinin kurulmasını öngörüyor.Kadınların temel taleplerine de yer veren tasarıda kürtaj hakkı ve resmi kurumlarda çalışanların en az yüzde 50'sinin  kadınlardan oluşması öngörülüyor.Referandumda, seçmenlerin yüzde 38,1'i yeni anayasa lehine oy kullanırken, yüzde 61,9'u ""Hayır"" dedi.2019'daki büyük protesto dalgasının ardından, 36 yaşındaki Boric, geçen Aralık'ta seçimleri kazanmış ve sol eğilimli bir kabine ile Şili'deki kurumlarda köklü bir değişim vaat etmişti. Ancak anayasa referandumundaki yenilgi nedeniyle Boric'in daha ılımlı ve deneyimli siyasetçilerle kabinede değişikliğe gitmesi bekleniyor.Siyaset uzmanlarına göre, oy kullanmanın zorunlu olması nedeniyle, tasarı hakkında en ufak şüphesi olan seçmenler, gelecekte daha iyi bir taslak sunulabileceği beklentisiyle karşı oy kullandılar. Başkan Boric, ""süreçten çıkarılan dersleri yansıtacak ve yurttaşların büyük çoğunluğunun benimseyeceği bir anayasa metni"" için çalışmaya devam edeceğini söyledi.  "
bbcturk,"Rus yetkililer ve Taliban, Afganistan'ın başkenti Kabil'de düzenlenen intihar saldırısında ölen en az altı kişiden ikisinin Rus büyükelçilik personeli olduğunu açıkladı.Yetkililer, saldırganın konsolosluk bölümünün girişine yaklaşırken güvenlik görevlilerince vurularak öldürüldüğünü söyledi.Çok sayıda kişinin yaralandığı da gelen bilgiler arasında. Bombalı saldırıyı şimdiye kadar üstlenen olmadı.Saldırı, Taliban'ın Ağustos 2021'de ülkede yönetimi ele geçirmesinden bu yana Afganistan'daki bir yabancı misyona yönelik ilk saldırı.Bir Taliban yetkilisi, saldırıda en as 10 kişinin de yaralandığını açıkladı. Rus resmi haber ajansı RIA, bir diplomat ile elçilik güvenlik görevlisinin de yaralılar arasında olduğunu duyurdu.Rusya'nın Afganistan'daki temsilciliklerini kimin hedef almış olduğuna dair henüz bilgi yok. Kabil'de ve başka şehirlerde artan saldırıların Taliban'ın güvenlik konusundaki teminatlarını zayıflatma amaçlı olabileceği de ihtimaller arasında sayılıyor.Kabil Emniyet Müdürlüğü sözcüsünün yaptığı açıklamada, ""Bu sabah Kabil'deki Rus elçiliğinde meydana gelen patlamada dört kişi ile Rus elçiliğinin iki personeli öldü ve bazı Afganlar yaralandı"" denildi.Elçilik binasını korumakla görevli Taliban personelinin, elçilik önünde toplanmış kişilere yaklaştığı sırada bombalı intihar saldırısını yapan kişiyi fark ettikleri belirtilerek, ""Güvenlik tarafından tespit edildi ve hedef alındı, bu da patlamaya yol açtı"" ifadesi kullanıldı.Rus dışişleri bakanlığının açıklamasında da ""bilinmeyen bir militan, konsolosluk bölümü girişinde patlayıcı bir cihazı patlattı"" denildi.Kremlin Sözcüsü Dmitri Peskov, Moskova'da yaptığı basın açıklamasında, ""Şüphesiz bir terör saldırısından söz ediyoruz ve bu kesinlikle kabul edilemez"" dedi.Rusya, Afganistan'da diplomatik varlık gösteren az sayıda ülkeden biri. Diğer ülkeler gibi Rusya da resmi olarak Taliban hükümetini tanımıyor. Ancak Rusya'dan buğday, gaz ve petrol gibi ürünler satın almak için taraflar arasında müzakereler oldu.Afganistan'da Taliban iktidarı geri aldıktan bu yana şiddet olayları önemli ölçüde azaldı. ABD öncülüğündeki koalisyon güçlerinin Afgan topraklarındaki varlığına son vermek için 20 yıl boyunca birçok saldırıyı Taliban güçleri düzenlemişti.Ancak son aylarda ülkede güvenlik sorunları arttı. Camileri ve etnik grupları hedef alan ve ölümlerle sonuçlanan birçok bombalı saldırı oldu ve bunların çoğunu Taliban'ı yeterince radikal görmeyen IŞİD'in Horasan kolu üstlendi. Geçen hafta da bir intihar bombacısının Afganistan'ın batısında en büyük camilerden birine düzenlediği saldırıda, aralarında Taliban'ı destekleyen bir imamın da olduğu 21 kişi hayatını kaybetmişti."
donanimhaber,"









Tam Boyutta Gör



Otomobil fiyatları sürekli yukarı yönlü seyrediyor. Haliyle yeni bir otomobil sahibi olmak artık pek çok kişi için hayal oldu. Öte yandan, eldeki aracı yürütmenin maliyeti de yabana atılır gibi değil. Yakıt fiyatlarının yanı sıra sigorta ve kasko fiyatları da aldı yürüdü.EBS Danışmanlık'ın Türkiye Sigorta Birliği'nin verilerinden yararlanarak hazırladığı analize göre sigorta ve kasko primlerinde geçen yıla göre büyük artış yaşandı. Otomobil sigortalarındaki pirim miktarı geçtiğimiz yıla göre yüzde 134,9 artmış. Yine otomobillerin kasko primlerindeki artış oranı ise yüzde 161'i bulmuş.Hatırlanacak olursa sigorta fiyatları 1 Eylül itibarıyla %20 zamlandı. Üstelik bundan sonraki her ayda gelecek zam oranı da %4,75 olarak belirlendi. Vatandaşın alım gücü düşmeye devam ederken gelen bu zamlar, trafikteki sigortasızlık ve kaskosuzluk oranını daha da artıracak gibi görünüyor.




Çin'den üstü açılabilen minik elektrikli araç: Wuling Mini EV


1 yıl önce eklendi






EBS Danışmanlık'ın hazırladığı tabloya göre ülkemizdeki 25 milyon 920 bin motorlu kara taşıtından 5 milyon 277 bin tanesinin zorunlu trafik sigortası yok. Kabaca hesaplanırsa bu tüm araçların beşte birine denk geliyor. 2022 yılının ilk 7 ayında trafiğe kayıtlı araç sayısı 671 adet artarken zorunlu trafik sigortasında 425 bin ve kaskoda ise sadece 290 bin adet artış yaşanmış.Yaptırmak isteyen araç sahiplerinin karşısına uçuk fiyatların çıktığı kaskoda ise durum daha vahim. Aynı analize göre 2022 yılında Türkiye'de trafikteki tüm araçların yüzde 75'i kaskosuz. Sadece otomobillere bakıldığında ise Türkiye'deki otomobil parkının sadece üçte birinin kaskolu olduğu görülüyor.EBS Danışmanlık Genel Müdürü Erol Şahin'e göre, gelen yeni zamlarla birlikte ilerleyen zamanlarda sigortasızlık ve kaskosuzluk oranı artacak. Kaskonun zaten ülkemizde ağırlıklı olarak kredili araç alımlarında yapıldığını belirten Şahin, ""Bugün artan astronomik fiyatlar ve kredili araç satışlarındaki düşüş ile bu oran da artış %25 seviyesine gerilemiş durumda. Alım gücü artmadan, enflasyon ve kur makul seviyelere düşmeden bu sonuçlarda değişme ihtimali görünmüyor"" şeklinde konuştu."
donanimhaber,"









Tam Boyutta Gör



Nvidia’nın Ada Lovelace oyuncu kartlarını tanıtmasına az bir süre kalırken artık yavaş yavaş nihai görseller de internete sızmaya başladı. RTX 4080 ekran kartının perakende görselinin ardından RTX 4090 Ti da mühendislik örneği olarak karşımızda.GeForce RTX 4090 Ti ekran kartı ilk etapta piyasaya çıkmayacak ancak Ada Lovelace mimarisinin en tepesinde yer alacağı biliniyor. Sızdırılan görsel bir mühendislik örneğine ait. Kaynaklar artık Nvidia’nın tepe referanslarda da üçlü fana yer vereceğini ifade ediyor.




Nvidia GeForce RTX 4080 poşetinde görüntülendi


1 yıl önce eklendi






GeForce RTX 4090 Ti ekran kartı 4nm AD102 çekirdeğini temel alırken 18432 CUDA birimi barındırıyor. 2800MHz boost hızı yanında 103TFLOPS performans değeri mevcut. 24GB GDDR6X bellek 384-bit veri yolunda 1152GB/s seviyesine ulaşıyor ve 24Gbps hıza sahip. TDP değeri ise 600W veya üzeri olarak ifade ediliyor. Yani serinin en çok tüketimi olan kartı da diyebiliriz.Nvidia’nın ilk etapta GeForce RTX 4080 ve GeForce RTX 4090 ekran kartını bir ihtimal GeForce RTX 4070 ekran kartını tanıtacağı tahmin ediliyor. RTX 4090 Ti ekran kartı ise 2023 içerisinde duyurulacak."
donanimhaber,"









Tam Boyutta Gör



TechBroDrip adlı Twitter kullanıcısı, Bill Gates, Elon Musk, Mark Zuckerberg ve Jeff Bezos'un fiziksel özelliklerini bir araya getirerek Stable Diffusion sinir ağı tarafından oluşturulmuş bir insan büstünün görüntüsünü paylaştı.Ortaya çıkan fotoğrafa bakılırsa, sinir ağının sadece yüzün bazı kısımlarına değil, saçlara ve kulaklara bile dikkat ettiği göze çarpıyor. Bu ilginç görselin, girilen metinlere dayalı görüntüler oluşturmayı sağlayan Stable Diffusion adlı yapay zeka kullanılarak oluşturulduğunu belirtelim.









Tam Boyutta Gör



Stable Diffusion, açık erişimle ortaya çıkan en büyük birkaç sinir ağından biri haline geldi (sansasyonel DALL-E 2'nin aksine). Bu sayede dünyanın dört bir yanındaki meraklı kullanıcılar onu yeni fikirlerle test ediyorlar ve bu da onlardan biri. Dört milyarderin karışımından oluşan görseli ortaya çıkaran kullanıcı ise eserini Jeflon Zuckergates adıyla imzaladı."
gazetoksijen,"A Milli Basketbol Takımı Başantrenörü Ergin Ataman, Avrupa Şampiyonası'nda A Grubu maçlarının oynandığı Tiflis Arena'da gerçekleştirdikleri antrenmandan sonra basın mensuplarına açıklamada bulundu.Gürcistan maçını bireysel hatalarından dolayı kaybettiklerini belirten Ataman, ""Keza maç uzatma bölümüne gitmeden önce de birçok pozisyonda boş şutları değerlendiremedik. Onlar da çok inanılmaz dış atışlar attılar. Neredeyse orta sahadan atılan üçlük var. Kaçan faul atışları var. Alperen'in orada 4'te 1 attığı faul atışları var. Ben sonuçta takımımın mücadelesiyle gurur duyuyorum"" diye konuştu.A Milli Takım'ın genç oyunculardan kurulu olduğunu aktaran Ataman, ""Bu takımda ilk kez A milli takım forması giyen 4-5 oyuncumuz var. Tabii ki tecrübeli oyuncularımız da var. Ancak dün burada çok ağır bir atmosfer vardı. O ağır atmosferde ikinci uzatmanın son anına kadar kazanmak için çaba sarf ettik ama olmadı. Sonunda saçma sapan 1-2 hakem düdüğü de eklenince maçı kazanan taraf Gürcistan oldu"" ifadelerini kullandı.Tecrübeli başantrenör, karşılaşmadan diskalifiye edilen milli oyuncu Furkan Korkmaz'ın soyunma odasına giderken koridorda saldırıya uğradığını anlatarak, sözlerini şöyle sürdürdü:""Rakip takımın yedek benchinden Shengelia, Bitadze ve atılan oyuncu, soyunma odasının kapısında Furkan'a saldırıda bulunuyorlar. Orada onu korumaya çalışan kondisyonerimiz darbe alıyor ve yere düşüyor. Bizim diğer ekip de içeri girip Furkan'ı koç odasına saklıyorlar. Burası FIBA, uluslararası bir organizasyon. Burada böyle bir şeye izin verilmesi zaten çok büyük bir saçmalık. Olay koridorda cereyan ettiği için bizim haberimiz yok. Biz burada maçın içindeyiz. Bunların hepsi görüntülerle ortaya çıkacak. Son 10 saniyede Cedi Osman'ın yaptığı taktik faul son derece yumuşak. Orada hakemin sportmenlik dışı faul çalıp maçı sonlandırması, yani maçın sonucuna direkt etki etmesi... Ben de hakeme çok yoğun itirazlarda bulundum. Diskalifiye oldum, soyunma odasına gittim. Bizim takım soyunma odasına giderken, Gürcü polisinin takımı tartaklaması, takımı iterek soyunma odasına doğru yönlendirmesi, orada yönetim kurulu üyelerimiz Ömer Onan, Hüseyin Beşok'u ciddi anlamda tartaklamaları... Bunlar FIBA'nın organizasyonuna çok büyük gölge düşürdü.""Ergin Ataman, karşılaşmada 22 saniyenin oynatılmadığını ve bu nedenle kural hatası yapıldığını dile getirerek, şunları kaydetti:""Maçta 22 saniyenin göz göre göre oynatılmaması da büyük bir skandal. Hele maçın uzatmaya gittiğini ve 2 saniye kala son topun bizde kaldığını düşünürsek, o 22 saniyeyi koyduğumuz zaman 24 saniyelik bir topu kullanma hakkımız olacaktı. Yapılan bu tip yanlışlıklar kural hatasına giriyor. Maç oynanırken, itirazımızı yaptık. Bizi püskürttüler masadan. Maç bittikten sonra ispatıyla maçın sonucuna itiraz ettik. Bu konuda FIBA'dan maçın tekrarını ya da en azından kalan 4,5 dakikanın tekrar oynanmasını beklemekteyiz. Ama geldiğimiz günden itibaren burada öylesine saçma sapan, çağdışı bir organizasyonla karşı karşıyayız ki, sonunda dünkü olaylarla skandal bir görüntü ortaya çıktı.""Ataman, Gürcistan'a geldikleri ilk günden itibaren sorunlarla karşılaştıklarını vurgulayarak, ""Zaten dediğim gibi geldiğimiz günden beri 45-50 dakika yol gidiyoruz, geliyoruz. Doğru dürüst bir polis koruması yok. Otelde oyuncularımız aç durumdalar. Bir sporcu beslenmesiyle alakası olmayan bir beslenme. Buna rağmen mücadele etmeye çalışıyoruz. Evet dün iyi oynamadık, maçın sonunda çok büyük hatalar yaptık. Maçı mucizevi bir şekilde kaybettik. Tabi bu olaylar son derece tatsız. Şaşkınlık içerisindeyim. Uzun yıllardır FIBA organizasyonlarında görev almıyordum. Hem hakem kararları hem de organizasyonla ilgili şaşkınlık içerisindeyim."" değerlendirmesinde bulundu.Ergin Ataman, grupta her takımın diğerini yenebilecek güçte olduğunu vurgulayarak, ""Turnuvada şu anda kaybedilmiş hiçbir şey yok. Biz takım olarak bu olaylardan kurtulup, önümüzdeki iki maça motive olmamız lazım. Bu son derece önemli. Çıkıp sahada aslanlar gibi mücadele edeceğiz. Burada bir milli takım var. Bir beklentim de buna herkesin destek olması. Turnuva bittikten sonra eleştiriler olabilir. Buyursunlar beni eleştirsinler. Ben Ergin Ataman olarak dimdik herkesin karşısındayım. Bazı arkadaşların, özellikle de Türkiye'de nam salmış olan eski ünlü basketbolcuların sosyete kulüplerinde maçları izleyip, ondan sonra ekranlara çıkıp bu çocuklara 'Siz yüreksizsiniz, utanmıyor musunuz?' diye ithamda bulunmasını ben buradan kınıyorum. Bu oyuncuların hepsi yüreğini koyuyorlar ortaya"" diye konuştu.Bütün oyuncuların ellerinden geleni yaptığını aktaran Ataman, sözlerini şöyle tamamladı:""Shane Larkin'in elinde ciddi bir sakatlık var, bugün idmana gelemedi. Cedi Osman için de doktorlar 'Devam edemeyebilir dizinde esneme var' dediler. Ama oynatmak zorunda kaldık. O da hücumda performans gösteremedi. Hiç kimse bu oyunculara 'yüreksiz' diyemez. Bu oyuncular yüreğini koyuyor, ay-yıldızlı bayrağı en iyi şekilde temsil etmeye çalışıyor. Sonuçta spor yapıyoruz. Başarısız olursak bunun sorumlusu benimdir, oyuncular değildir. Onun için buradan da bu mesajı Türkiye'ye vermek istiyorum. Yani geçmişte milli takımlarda kendi aralarında kavga edip, hiçbir sonuç elde edemeyen bazı eski oyuncuların çıkıp da ekranlarda, burada rakiple kavga eden, kazanmak için kavga eden oyunculara 'yüreksiz' denmesi beni çok yaraladı ve oyuncularımı da yaraladı. Bakın Alperen Şengün bugün antrenmana gelemedi. Sabaha kadar uyuyamamış. Baş ağrısı ve bir hastalığı var şu anda. Bu çocukları tedirgin etmeyelim. Biz bu turnuvanın sonuna kadar gitmeye devam edeceğiz. Ama sonuçta da başarısız olursak ben dimdik ayaktayım. Kimseden çekecek bir şeyim yok. Bu takımın başarılı olmasına dair bir söz verdim ama spor bu. Olmayabilir. Olmazsa da gereğini yaparız."""
gazetoksijen,"Şirketten yapılan yazılı açıklamada, bölgedeki çatışmalar nedeniyle Ferosplavna adlı enerji nakil hattının kapatıldığı belirtildi.Açıklamada, söz konusu hattın, santrali Ukrayna şebekesine bağlayan son enerji nakil hattı olduğu vurgulanırken, hattın aynı zamanda santral içerisindeki ihtiyaçlar için de elektrik sağladığı belirtildi.Energoatom'dan 25 Ağustos'ta yapılan açıklamada, Zaporijya Nükleer Santrali'nin elektrik şebekesiyle bağlantısının tarihte ilk defa kesildiği bildirilmiş, 26 Ağustos'ta ise bağlantının tekrar sağlandığı duyurulmuştu.Ukrayna'nın güneydoğusundaki Zaporijya Nükleer Santrali, Avrupa'nın en büyük nükleer santrali konumunda bulunuyor.6 nükleer reaktör bulunan ve 5 bin 700 megavatsaat elektrik üretim kapasitesine sahip santral, Ukrayna'daki toplam elektriğin yüzde 20'sini sağlıyor.Santral, 4 Mart'ta Ruslar tarafından ele geçirilmişti. Halihazırda Rus ordusu kontrolünde olan santralin çevresinde topçu saldırıları yaşanıyor. Ukrayna ve Rusya bu saldırılar konusunda birbirini suçluyor."
hurriyet,"Haberin DevamıYapılacak görüşmelerde 3 ülkeyle ikili ilişkilerin tüm boyutlarıyla gözden geçirilmesi, başta ortak altyapı ve yatırım projeleri olmak üzere çeşitli alanlarda mevcut işbirliğinin daha da ilerletilebilmesi için yapılacak çalışmaların ele alınması; ayrıca Balkanlar’daki gelişmeler ve uluslararası meseleler hakkında görüş teatisinde bulunulması öngörülüyor. Ziyaret çerçevesinde her üç ülkede de iş forumları düzenlenecek. Cumhurbaşkanı Erdoğan, Hırvatistan’ın Sisak Şehri’nde İslam Kültür Merkezi’nin açılış törenine de katılacak."
hurriyet,"Haberin DevamıEdinilen bilgiye göre, dün akşam saatlerinde İldem Cumhuriyet Mahallesi Dündar Taşer Caddesi üzerinde meydana gelen olayda B.B., 38 LC 293 plakalı aracında bulunan H.K.'ya ateş açtı. Şüpheli şahıs olayın ardından kaçarken, olay yerine çok sayıda polis ve sağlık ekibi sevk edildi. Sağlık ekiplerinin yaptığı ilk müdahalede H.K.'nın hayatını kaybettiği belirlendi. Polis ekipleri de çevrede güvenlik önlemi alırken, şüpheli B.B. polis merkezine giderek teslim oldu. H.K.'nın cenazesi de yapılan incelemenin ardından hastane morguna kaldırıldı. Ekipler, yaptıkları çalışmada B.B.'nin 17 Ağustos'ta çıkan kavgada bıçaklanarak hayatını kaybeden Y.E.B.'nin babası olduğu, cinayete kurban giden H.K.'nin ise o cinayetin şüphelisi olan H.K.'nın ağabeyi olduğunu tespit etti.Haberin Devamı""ÇOK PİŞMANIM AMA BENİ TAHRİK ETTİ""Olayın ardından suç aletiyle birlikte teslim olan baba B.B. ile birlikte kayınları A.Y., M.Y. ve B.B.'nin oğlu Y.E.B.'nin emniyetteki işlemleri tamamlandı. Sağlık kontrolünden geçirilen 4 kişi, adliyeye sevk edildi. Bu sırada gazetecilerin 'pişman mısınız' sorusuna B.B., ""Pişmanım. Beni hep tahrik etti. Tahrik ettikleri için bu oldu"" dedi.""ASLANLAR GİBİ YATARSIN OĞLUM, SEN BAŞINI DİK TUT""Öte yandan, dün cinayete kurban giden H.K'nın 17 Ağustos'ta cinayeti işleyen ve cezaevine giren kardeşi ile olan fotoğrafını sosyal medyada paylaşarak, ""Aslan gibi yatıp çıkarsın oğlum. Seneler gözünü korkutmasın. Başını dik tut. Sen gerekeni yaptın"" yazdığı görüldü."
hurriyet,"Haberin DevamıOlay, saat 11.00 sıralarında, Ürgüp ilçesi Ayvalı köyünde meydana geldi. İddiaya göre, Dilaver Akçay, kızına cep telefonundan mesajlar atıp taciz ettiğini öne sürdüğü İbrahim Akyürek ile otobüs durağında karşılaştı. Akçay belinden çıkardığı tabancayla Akyürek'e ateş açtı. Yaralı Akyürek, olay yerinden kaçıp bir evin bahçesine sığınmaya çalıştı. Akçay, evin bahçesinde yakaladığı Akyürek'in boğazını bıçakla kesti. İhbar sonrası olay yerine jandarma ve sağlık ekipleri sevk edildi. Sağlık ekibi, Akyürek'in hayatını kaybettiğini belirledi. Cinayet şüphelisi Akçay ise suç aletiyle jandarma ekiplerine teslim oldu. Olayla ilgili inceleme başlatıldı.Ürgüp Kaymakam Vekili Olgun Öner, olay yerine gelerek incelemelerde bulundu. Ardından açıklama yapan Öner, ""Bugün Ayvalık köyümüzde iki aile arasında meydana gelen bir olay sonrası maalesef bir vatandaşımız hayatını kaybetti. Biz köyde her türlü güvenlik tedbirini aldık. Şu an aileler arasında devam eden bir sıkıntı yok. Savcılarımız olay yerinde incelemelerini yaptı.Cinayeti işleyen şahıs şu an gözetim altında bulunuyor. Bundan sonraki süreçte bu köydeki huzurun devam etmesi için ne gerekiyorsa yapacağız"" dedi."
