source,content
gazeteduvar,"        DUVAR - Bu gece oynanacak Fenerbahçe-Galatasaray derbisi öncesinde yayıncı kuruluştan korsan IPTV hamlesi geldi... Hedef derbinin korsan olarak izlenmesini engellemek.   Fotospor'da yer alan habere göre; Hollandalı uzman şirket Irdeto tarafından geliştirilen şifreli yayınların kırılarak IPTV üzerinden yayınlanmasını engelleyen filigran bu akşam Fenerbahçe-Galatasaray derbisinde ilk kez denenecek.   Bu görünmez filigran sayesinde yayıncı kuruluş, yasadışı olarak yayınlanan kendi içeriğini takip edebilecek. Anında engelleme fırsatına sahip olacak. Korsan IPTV yayınlarının devre dışı bırakabilecek.   Bu filigrana rağmen derbiyi yayınlamaya/izlemeye devam edenler emniyetin siber suçlar birimine direkt olarak şikayet edilecek.       "
indyturk,"Warner Bros ve DC'nin yeni filmi Aquaman ve Kayıp Krallık (Aquaman and the Lost Kingdom) gişede zirveye otursa da 2018 yapımı Aquaman'in yanına bile yaklaşamadı.
Açılış gününde 3 bin 706 salonda 13,7 milyon dolar hasılat yapan filmin ilki, gösterime girdiği gün 27 milyon dolar kazanmayı başarmıştı.

fazla oku
Bu bölüm, konuyla ilgili referans noktalarını içerir. (Related Nodes field)

Çoğu süper kahraman filmi gibi 200 milyon doların üzerinde bir bütçeye sahip olan Aquaman 2'nin 4 günlük ABD hasılatının 40 milyon dolar olması bekleniyor ki bu da selefinin 67,8 dolarlık üç günlük açılışının gerisinde kalıyor.
Aquaman ve Kayıp Krallık'ın hasılatının, DC süper kahraman filmlerinin en kötü açılışlarından birini yapacağı tahmin ediliyor.
Uzun zamandır beklenen devam filmi gösterime girmeden önce bile batan bir gemi gibi görünüyordu. 
Jason Momoa'nın başrolde yer aldığı film, 2022'de Johnny Depp ve eski eşi Amber Heard arasındaki ses getiren iftira davasında önemli bir tartışma noktasıydı. 
Heard, Depp'in hukuk ekibinin kendisinin taciz iddialarını ""aldatmaca"" diye tanımlamasından sonra Aquaman'in sevgilisi Mera'yı canlandırdığı rolünün önemli ölçüde ""azaltıldığını"" iddia etmişti.
""Süper kahraman filmleri için korkunç bir son""
BBC'den Nicholas Barber, Aquaman 2'nin ""asla orijinal ya da dürüst bir şey denemediğini"" savundu. Barber, ""Aquaman ve Kayıp Krallık'ta eğlenceli, heyecan verici ya da devam filmlerinin gelmesini dilemenizi sağlayacak kadar etkileyici hiçbir şey yok"" diye ekledi.
Bağımsız film eleştirmeni David Opie ise, Aquaman 2'nin ""aşırı kötü"" olduğunu söylerek ekledi:

Süper kahraman filmleri için zaten kötü olan bir yıla ne korkunç bir son.

Variety'den Owen Gleiberman filmin ""bocaladığını"" söylerken, BleedingCool'dan Kaitlyn Booth, yapımı ""karman çorman bir film"" diye niteledi. 
Yönetmen koltuğunda 2010 yapımı Ruhlar Bölgesi (Insidious) ve Korku Seansı (Conjuring) gibi korku serileriyle tanınan James Wan'ın oturduğu filmde başroldeki Momoa'ya Patrick Wilson, Amber Heard, Yahya Abdul-Mateen II, Randall Park, Dolph Lundgren, Temuera Morrison, Martin Short ve Nicole Kidman eşlik ediyor. 

Independent Türkçe, The Wrap, ScreenRant
çeviriSinemaAquamanAquaman 2Gösterime girmeden önce bile batan bir gemi gibi görünüyorduPazar, Aralık 24, 2023 - 17:30Main image: 
124 dakika uzunluğundaki filmde Momoa'ya eşlik eden Patrick Wilson, Ruhlar Bölgesi: Kırmızı Kapı'yla ilk yönetmenlik denemesini yapmıştı (Warner Bros)

KÜLTÜRrelated nodes: Aquaman 2 yerden yere vuruluyor: ""Aşırı kötü""Jason Momoa, Aquaman'in geleceğiyle ilgili şüphe uyandırdıAmber Heard, Aquaman kadrosundan çıkarıldığı iddiasını yalanladıLabel: ÇEVİRİType: newsSEO Title: Eleştirmenlerin ""aşırı kötü"" dediği film gişede de üzdücopyright Independentturkish: "
sozcu,"
Kırklareli'de yolun karşısına geçmeye çalışan Üzeyir Altun ile Serdar Ayaz'a, A.D.'nin kullandığı 44 ACT 791 plakalı hafif ticari araç çarptı.
ARAÇ ŞARAMPOLE DEVRİLDİ
Çarpmanın şiddetiyle araç şarampole devrildi. İhbar üzerine bölge sağlık, jandarma ekipleri sevk edildi.
2 KİŞİ HAYATINI KAYBETTİ
Sağlık ekiplerinin yaptığı kontrolde Altun ile Ayaz'ın hayatını kaybettiği belirlendi ve cansız bedenleri Kırklareli Eğitim ve Araştırma Hastanesi morguna kaldırıldı.
Jandarmanın gözaltına aldığı sürücü A.D. ile ilgili soruşturma sürüyor. "
sozcu,"
Muğla’nın Bodrum ilçesine bağlı Yokuşbaşı Mahallesi’nde, Emin Anter Bulvarı’ndaki Kızılağaç Kavşağı’nda ışık ihlali yaptığı iddia edilen 35 AAP 167 plakalı otomobilin sürücüsü T.M., son anda kırmızı ışığın yandığını fark ederek fren bastı.

T.M.’nin ani fren yapmanın etkisiyle savrulan otomobil, önce kavşakta bekleyen 06 DJJ 542 plakalı ticari araca, sonra 48 ANR 074 plakalı motosiklete çarpıp sürükledi, ardından takla atarak yol kenarında durabildi.

Kazada ayağından yaralanan motosiklet sürücüsü Durmuş E. ile otomobil sürücüsü T.M. ambulanslarla Bodrum Devlet Hastanesi’ne kaldırılarak tedavi altına alındı. Polis kaza ile ilgili soruşturma başlattı. "
sozcu,"
CHP Grup Başkanvekili Ali Mahir Başarır, Meclis'te düzenlediği basın toplantısında, Irak'ın kuzeyinde bölücü terör örgütü tarafından düzenlenen saldırıda şehit olan askerlere Allah'tan rahmet, ailelerine başsağlığı ve sabır diledi. 
Binlerce vatan evladının 21 yılda teröre şehit verildiğini belirten Başarır, ""Ülkeyi bu noktaya ve terör yuvası haline getiren, sınır güvenliğini ortadan kaldıran bu partinin eylemleriyle artık Meclis'te ortak imzayla kamuoyunun karşısına çıkmak istemiyoruz."" ifadesini kullandı. 
BIKTIK VE SIKILDIK
İdlib'te 36 askerin şehit olduğu terör saldırısı sonrasında CHP, İYİ Parti, MHP ve AKP'nin imzasıyla ortak bir bildiri yayımlandığını anımsatan Başarır, şöyle devam etti:
- Meclis olarak üzüntümüzü dile getirdik. Üzülerek söylüyorum ki bu ülkenin Cumhurbaşkanı terörle mücadele ve bu olayın failleri konusunda her yetkiyi, desteği almasına rağmen soluğu Putin'in kapısında aldı ve bekletilerek bu ülkeyi, yurttaşları büyük bir üzüntüye boğdu. Aynı şeyler Gara operasyonu. Nasıl bir duruş sergiledi? Biz her seçim yaklaşırken aynı olayları, hikayeleri AKP grubundan duymaktan bıktık ve sıkıldık.
NEDEN MİLLİ YAS İLAN EDİLMİYOR?
- Mehmetçiğin tırnağını bile dünyalara değişmeyiz. 21 yıldır ülkeyi bu hale getirenler askerimiz şehit edilirken Rusya'nın kapısında, faillerinin kapısında bekleyenler artık ortak imza konusunda bizden hiçbir şey beklemesin. Üzüntü duyuyoruz. Ülke nereden nereye geldi. Çok fazla bir şey istemedik. ""Neden milli yas ilan edilmiyor?"" dedik. Suudi Kralı öldüğü zaman milli yas ilan edenler 12 evladımız şehit olmuş niye duyarlılığı ortaya koyamıyor?
BAKAN, MECLİS'E BİLGİ VERSİN
- Terör saldırıları nedeniyle Milli Savunma Bakanı'nın Meclis'te bilgi vermesini gerektiğini ifade eden Başarır, ""Endişeliyiz. Meclis'e bilgi versin. Daha fazla kaybımız var mı? Nasıl bu teröristler, yaratıklar bu üsse sızabiliyor? Nasıl 12 askerimizi şehit edebiliyor? Bunu duymak istiyoruz. Milli Savunma Bakanı dün gece gelebilirdi. Gelmedi."" dedi. "
indyturk,"Avrupa İnsan Evrimi Çalışmaları Topluluğu'nun (European Society for Human Evolution) son zirvesinde sunulan bir makale, Fransa ve İspanya'daki 25 bin yıllık çizimlerin esrarını çözmüş olabilir. 

fazla oku
Bu bölüm, konuyla ilgili referans noktalarını içerir. (Related Nodes field)

Mağaradaki el çizimlerinden en az 200'ünde parmakların kesik olduğunu fark eden araştırmacılar, önceden bunu sanatçının yorumuna ya da o dönemdeki soğuktan donma gibi zorlukların sonucunda gelişen kangrene bağlıyordu. 
Vancouver'daki Simon Fraser Üniversitesi'nden arkeolog Mark Collard'ın başını çektiği bilim insanları, gerçeğin çok daha tatsız olabileceğini ortaya koydu. Guardian'a konuşan Collard, pek çok farklı toplumun değişik zamanlarda parmaklarını bilinçli bir şekilde kestiğini söyledi:

Bu kişilerin doğaüstü varlıklardan yardım almak için düzenlenen ritüellerde parmaklarını bilerek kestiğine dair inandırıcı kanıtlar var. Pek çok toplum günümüzde bile parmak kesmeyi teşvik ediyor ve tarih boyunca da bu böyle oldu.

Endonezya'nın Yeni Gine yaylalarındaki Dani kabilesini örnek gösteren Collard, oradaki kadınların sevdiklerini kaybedince en az bir parmağını kesmesine işaret etti. Eski Taş Çağı'nda farklı inanç sistemlerine sahip olan Avrupalıların da benzer bir eylemi gerçekleştirdiğinin düşünüldüğünü duyurdu:

Bunun ille de rutin bir uygulama olması gerekmediğini ve tarihin farklı zamanlarında meydana geldiğini düşünüyoruz.

Collard ve ekibi bu tezi birkaç yıl önce ortaya attığında bazı bilim insanları karşı çıkarak o dönemin zor koşullarında parmak kesmenin felaket niteliğinde olacağını savunmuştu. Bu çizimlerin işaret dili ya da sayma sistemiyle ilgili olabileceğini öne sürenler de vardı. 
Sonrasında doktora öğrencisi Brea McCauley'le bu konu üzerinde çalışmalarını sürdüren Collard, ampütasyon tezini destekleyen yeni kanıtlar buldu. 
Fransa ve İspanya'daki mağaraların yanı sıra Afrika'daki 4, Avusralya'daki üç, Kuzey Amerika'daki 9, Güney Asya'daki 5, Güneydoğu Asya'daki bir arkeolojik bölgedeki çizimlerde de kesik parmaklar konusunda paralellik gördüler. Son bulguları açıklarken şu ifadeleri kullandılar:

Bu pratik açık bir şekilde birbirinden bağımsız olarak çeşitli yerlerde defalarca icat edilmiş. Bu tarz kendini sakatlama eylemleri insanların yerleştiği tüm kıtalarda uygulanmış. Son dönemdeki bazı avcı-toplayıcı toplumlarında da görülüyor. Danilerde de görebileceğimiz gibi bu davranış hâlâ sürdürülüyor.

Ateş üstünde yürüme ve vücudu şişleme gibi güncel bazı ritüelleri hatırlatan Collard, bu tarz eylemlerin grup içi işbirliğini artırıcı etkisi olduğunu vurguladı:

Parmak kesmek bu ritüellerin daha uç bir versiyonu olabilir.
 

Independent Türkçe, Guardian, NY Post
ArkeolojiAvrupaçeviri""Pek çok toplum günümüzde bile parmak kesmeyi teşvik ediyor""Pazar, Aralık 24, 2023 - 14:30Main image: 
Bazı bilim insanları 1985'te Fransa'da su altında bulunan Cosquer mağarasının 24 milyon dolara yapılan kopyasında çalışıyor (AFP)

BİLİMrelated nodes: Gizemli mağarada tarihöncesi ""zaman kapsülü"" keşfedildiLabel: ÇEVİRİType: newsSEO Title: 25 bin yıllık mağara çizimlerindeki kesik parmakların sırrı çözüldücopyright Independentturkish: "
indyturk,"Yönetmen Robert Eggers, 1922 yapımı korku klasiği Nosferatu'nun yeniden çevriminde filmin çok önemli bir sahnesinin detaylarına değindi.
Willem Dafoe'nun canlandırdığı vampir avcısı Profesör Albin Eberhart Von Franz'ı merkeze alan 2024 yapımı yeni korku, F.W. Murnau'nun Alman Dışavurumcu filminin yeniden çevrimi. 

fazla oku
Bu bölüm, konuyla ilgili referans noktalarını içerir. (Related Nodes field)

Merakla beklenen filmde 68 yaşındaki Dafoe, Nicholas Hoult, Lily-Rose Depp, Aaron Taylor Johnson ve korkunç Kont Orlok rolünü üstlenecek olan Bill Skarsgard'la birlikte rol alıyor.
Uzun zamandır beklenen filmin şerefine Eggers, Entertainment Weekly'ye ikonik vampir hikayesini 21. yüzyılda yeniden anlatmak ve yapım sırasında karşılaştığı zorluklar hakkında konuştu.
2 bin canlı sıçan
Dafoe'nun canlandırdığı Von Franz karakterine dikkat çeken Eggers, Amerikalı aktörün gerçek alevler ve 2 bin canlı sıçanla çekilen çarpıcı ve zorlu sahnesinden bahsetti.

Bu sekansta gerçek alevlerin yanı sıra 2 bin gerçek sıçan vardı, bu da zorlayıcı ama aynı zamanda eğlenceliydi.

Eggers, hem Transilvanya hem de Almanya'da geçen dönem filmini, ""korkunç bir vampir tarafından eziyet edilen kederli bir kadınla ilgili bir hikaye"" diye tanımlıyor.
Dafoe'yla birlikte filmin başrolünde yer alan 33 yaşındaki Bill Skarsgard, en çok Stephen King uyarlaması O (It) filmlerindeki palyaço canavar Pennywise rolüyle tanınıyor. 
Yönetmen Eggers'a göre İsveçli aktör, vampir Orlok performansı için tanınmayacak hale geldi:

Burada Bill diye birini göremezsiniz.

40 yaşındaki Amerikalı yönetmen Eggers, The Witch, Kuzeyli (The Northman) ve Deniz Feneri (The Lighthouse) gibi filmlerle tanınıyor.

Independent Türkçe, Entertainment Weekly, ScreenRant
çeviriSinemaRobert Eggerskorku filmiNosferatuBaşrol oyuncusu 1922 yapımı korku klasiğinin yeniden çevrimi için tanınmaz hale geldiPazar, Aralık 24, 2023 - 14:00Main image: 
Eggers, filmin ""gotik bir saplantı hikayesi"" olacağını söyledi (Focus Features)

KÜLTÜRrelated nodes: Korku klasiği Nosferatu'nun yeni yorumunun vizyon tarihi belli olduÜnlü oyuncu 41 yıl sonra korku klasiğinin belirsiz sonu hakkında konuştuSon yılların en tuhaf vampir filmi, Netflix'te gösterime girdiLabel: ÇEVİRİType: newsSEO Title: Meşhur korku filmi, 2 bin sıçan ve gerçek alevlerle yeniden çekiliyorcopyright Independentturkish: "
euronews,"By euronews Yayınlanma Tarihi 24/12/2023 - 11:41  Haberi paylaşın Yorumlarİsrail ordusu, Gazze'nin kuzeyinde ve güneyinde yoğun bombardımanlarına devam ediyor. Netanyahu ile görüşen Biden, İsrail ile Hamas arasında ""ateşkes çağrısında bulunmadığını"" açıkça ifade etti. REKLAM İsrail ordusu, kuşatma altındaki Gazze Şeridi'nin kuzeyinde ve güneyinde Hamas'a yönelik operasyonlarını artırdığını duyurdu.  Kuzeydeki Cabaliya kasabasında bölge sakinleri sürekli hava bombardımanı yapıldığını ve İsrail tanklarının kasabanın içine doğru ilerlediğini söyledi.   Hamas'ın silahlı kanadı El Kassam Tugayları, İsrail tarafından daha önce fırlatılan patlamamış iki füzeyi yeniden kullandıktan sonra bölgedeki beş İsrail tankını imha ettiğini, mürettebatlarını öldürdüğünü ve yaraladığını duyurdu.  Filistin medyası İsrail tanklarının Gazze'nin merkezindeki Juhr ad-Deek kasabasını bombaladığını bildirdi.  İsrail'in askeri sözcüsü de kuvvetlerinin Gazze'nin kuzeyinde neredeyse ""tam bir operasyonel kontrol"" sağladığını kaydetti.  Biden, Netanyahu ile görüştü ABD Başkanı Joe Biden, İsrail Başbakanı Benjamin Netanyahu ile yaptığı telefon görüşmesinde ""sivil halkın korunmasına yönelik hayati ihtiyacı vurguladı."" Beyaz Saray'a göre Biden, İsrail ile Hamas arasında ""ateşkes çağrısında bulunmadığını"" açıkça ifade etti. ABD ve İsrail, Hamas'ın yeniden toparlanmasına ve silahlanmasına olanak sağlayacağı gerekçesiyle ateşkese karşı çıkıyor.  BM Güvenlik Konseyi, Cuma günü Gazze'ye ""güvenli, engelsiz ve genişletilmiş insani erişim"" ve çatışmaların ""sürdürülebilir bir şekilde durdurulması için gerekli koşulların"" sağlanması yönünde adımlar atılması çağrısında bulunan bir kararı kabul etti. Daha önceki kararlarda, savaşın derhal sona erdirilmesi ve İsrail'in yardım sevkiyatları üzerindeki kontrolünün azaltılması çağrısında bulunulmuştu.   154 İsrail askeri öldü İsrail ordusu, Gazze Şeridi'nde sekiz askerinin öldürüldüğünü ve kara harekâtının başladığı 20 Ekim'den bu yana verdiği kayıp sayısının 154'e ulaştığını kaydetti.  İsrail Enerji Bakanı Israel Katz, güvenlik kabinesi üyesi olarak X'te yaptığı paylaşımda, ""Ölen her asker için de ilerlemeye devam edeceğiz. Hamas ortadan kaldırılana kadar. Rehineler geri dönene kadar"" diye yazdı.  İsrail ordusu hafta boyunca ""200'den fazla teröristi"" ve çatışmanın başlangıcından bu yana da ""700'den fazla teröristi"" yakaladığını iddia etti.  AFP'ye göre Deyr el-Balah'ta cumartesi günü düzenlenen bir saldırıda aralarında kadın ve çocukların da bulunduğu çok sayıda kişi öldü.  Filistin Sağlık Bakanlığı cumartesi günü yaptığı açıklamada, son 24 saat içinde en az 201 Filistinlinin öldürüldüğünü ve 11 haftadır süren çatışmalarda ölü sayısının 20.258'e yükseldiğini bildirdi. Saldırılarda 53 binden fazla kişi de yaralandı. Gazze'deki 2,3 milyon insanın neredeyse tamamı yerinden edildi. ""Rehineleri tutan grupla temas kayboldu"" Hamas, İsrail bombardımanı nedeniyle Gazze Şeridi'nde esir tutulan beş İsrailli rehineden sorumlu bir grupla teması kaybettiğini duyurdu.  Hamas'ın silahlı kanadı El Kassam Tugayları'nın sözcüsü Ebu Ubeyde, Telegram kanalında yaptığı açıklamada, rehinelerin bir İsrail baskını sırasında öldürüldüğüne inandığını söyledi. İsrail'den olayla ilgili herhangi bir doğrulama gelmedi.  REKLAM Mısırlı ve Katarlı arabulucular, İsrail'in elindeki Filistinli rehine ve tutukluların serbest bırakılmasına olanak sağlayacak yeni bir ateşkes konusunda savaşan taraflar arasında uzlaşmaya varmaya çalışıyor. Kasım ayı sonunda bir hafta süren ateşkeste 105 rehine ve 240 Filistinli mahkum serbest bırakıldı.  Hamas, rehineler konusunda herhangi bir müzakere yapılmadan önce çatışmaların durdurulmasını talep ediyor.  İsrail ise Hamas ""ortadan kaldırılmadan"" ateşkes yapılmasını reddediyor."
indyturk,"Son yılların en önemli maçlarından biri olacak Fenerbahçe-Galatasaray maçı.
Burun buruna giden yarışta, kazanan yelkenlerine rüzgâr doldururken, kaybeden içinse tartışmalar başlayacak.
Çünkü iki takımın teknik adamı da tartışılmaya müsait ve en ufak sorunda, hedef olabiliyorlar.
Bu açıdan birbirlerine benzer tarafları var İsmail Kartal ve Okan Buruk'un.
Bakıldığında, iki takım arasında rekabet kalmadı zaten. Çünkü aleni şekilde bir savaş var resmen.
Bu savaşın düzenli orduları var ve iki tarafta birbirlerini yok etmeye çalışıyor.
Saha içine gelirsek; teknik adamların şu ana kadar gösterdiği performanslarda pek de birbirinden ayrıştığını söyleyemeyiz aslında.
Yani teknik adam yeteneklerinden çok, kadro gücü ile ilerliyor iki takım.
Galatasaray'ın sezon başındaki yanlış kadro mühendisliği ile Avrupa'da nasıl zorlandığı ve sonuç alamadığı Avrupa maçlarında görüldü.
Maliyeti yüksek Galatasaray kadrosunun, çok kötü bir dönemdeki Manchester United ve Kopenhanglı grupta, şampiyonlar ligine devam edemedi.
Grup maçlarında oyun olarak enerjik ve tempolu oyunlar ortaya koysa da Galatasaray, strateji ve oyun zekâsı açısından sorunlar yaşadı.
Galatasaray'ın yerel ligdeki oyununun, Avrupa'da yetmediği ve yerel rekabetin, teknik adam deneyimleri açısından bir katkı sunmadığı da görüldü.
Bu açıdan Türkiye şampiyonluğunun, oyun olarak Avrupa'da bir karşılığı yok.

Avrupa maçları, Galatasaray'ın defolarını gösterdi
Avrupa maçları, Galatasaray'ın saha içinde oyun merkezi oluşturma ve merkezden çözüm üretme konusunda yetersiz kalmasını ve iyi oynar gibi gözüktüğü maçlarda, oyun zekasının sonuca ulaşmakta yetmediğini de ortaya çıkardı. 
Mesela Icardi, Zaha, Tete, Kerem,Barış Alper, hatta Bakambu'nun ön alanda yarattığı baskının yüksek bir enerji ile kaotik bir oyuna dönüşmesi, şampiyonlar liginde sonuç getirmedi.
Burada orta saha oyuncularının takım boyunu ve oyuncu mesafelerini ayarlayamaması ile oyunu kontrol edememesi, fiziksel gücün orantısız harcanmasına sebep olmuştu.
Örneğin, Kopenhang maçında oyuna müdahale eden Okan Buruk'un tüm hücum oyuncularını sahaya atarak skor bulmak istemesi, sonuç getirmedi.
Çünkü Galatasaray'ın oyunu, bilinçli üretimden uzak ve öngörülebilirdi.
Her ne kadar Okan Buruk, yapılan orta sayısı ile oyunundan memnun kalsa da aslında bu oyun doldur boşaltan başka bir şey değildi.
Bayern Münih ve Manchester United maçlarında ise sürekli yüksek enerji koyup, maçın geneline yaymadığı enerji ve sonuçsuz oyun da aslında takımın strateji ve oyun aklından uzak olduğunu gösteriyor. 

Fenerbahçe orta sahası Galatasaray orta sahasına göre daha üretken
Bu açıdan doğru oyun konusunda İsmail Kartal ve Fenerbahçe'nin de bazı maçları soru işaretleri barındırıyor.
Örneğin hem Trabzonspor hem de Nordsjaelland maçında, ihtiyacı olan oyunu değil, önde baskı oyununu oynamaya çalıştı Fenerbahçe, hem de takımdaki eksik oyuncularını dikkate almadan.
Çünkü bazı maçlarda kadro ve rakibin durumu, puan tablosundaki yerinize göre oyun stratejisi belirlenir.
Rakibi nerede karşılayacağınız, oyunu nerde kabul edeceğiniz oyunu nereden kuracağınız ve rakiplerinizin zaafları, oyun planınızı şekillendirir.
Bu açıdan Jorge Jesus'un yanlış stratejisinin geçen yıl hem Galatarasay hem de Beşiktaş maçlarında, Fenerbahçe'ye nasıl bedeller ödettiğini unutmamak gerek.
Galatasaray'a göre merkezi daha kuvvetli ve merkezden oyun kurma yeteneği daha fazla Fenerbahçe'nin. Asist sayılarına baktığımızda bu da görülüyor zaten.
Galatasaray'ın 19 asistinde Icardi en fazla asist yapan oyuncuyken, aynı zamanda en fazla gol atan oyuncu.
Fenerbahçe'de ise 25 asistte Tadic, en fazla asisti yaparken, Szymański, İrfan Can ve Fred asistlerde dengeleyici oluyor.
Bununla beraber, Fenerbahçe'nin hücum oyuncuları da gol dağılımında daha dengeli.
İsmail Kartal'ın asıl problemi ise oyunu okumada ve oyuna müdahalede.
Oyuncu değiştirerek oyuna müdahale eden İsmail Kartal, mağlup duruma düştüğünde geç reaksiyon vermesinin yanı sıra, oyunu değiştirmede de sorun yaşıyor.
Bu açıdan öngörülebilir ve tutucu bir teknik adam.
Bu maçta, Fred ve Becao'nun eksiklikleri ile yerlerine kimin oynayacağından çok, oyun stratejisini nasıl kuracağı önemli İsmail Kartal'ın.

Fenerbahçe'nin ön alan baskı tercihi, ikinci bir Trabzonspor maçı yaşatabilir
Fenerbahçe orta sahası, Toriera üzerinde baskı yaratabilirse ve onun alan hakimiyetini kırabilirse oyunu kazanabilir.
Zira önde baskı takıntısı olursa, Fenerbahçe'nin ikinci bir Trabzonspor maçı yaşaması muhtemel.
Zira oyunu, Galatasaray'ın zayıf olduğu yerde kurması ve oyuncu eksikliklerini en az indirecek oyun planına ihtiyacı var Fenerbahçe'nin.
Galatasaray'ın ise oyunu kazanmasından çok Fenerbahçe'nin alanlarını daraltarak, oyununu bozmasına ihtiyacı gerekiyor.
Zira oldukça kaliteli ayakları olan Galatasaray'ın, pozisyon sayısı az olsa bile skor yapmada zorlanmayabilir.

Güzel bir maç olması ve hakemlerin konuşulmaması dileğiyle.
*Bu makalede yer alan fikirler yazara aittir ve Independent Türkçe'nin editöryal politikasını yansıtmayabilir. 
TEKNİK ADAMSporFutbolOKAN CANOkan Can Independent Türkçe için yazdıOkan CanPazar, Aralık 24, 2023 - 11:30Main image: 
Kolaj: Independent Türkçe

TÜRKİYE'DEN SESLERLabel: SPORType: newsSEO Title: Kaybeden teknik adama yazarcopyright Independentturkish: "
gazeteduvar," DUVAR - CHP Genel Başkanı Özgür Özel, Irak'ın kuzeyindeki Pençe-Kilit Harekatı bölgesindeki bir üs bölgesinde çıkan çatışmada hayatını kaybeden Piyade Sözleşmeli Er Enis Budak ile fotoğrafını paylaştı. Özgür Özel, sosyal medya hesabından yaptığı paylaşımda, ""Ülkemizin yüreğini yakan bu kahreden gecede şehit olan Manisalı hemşehrim Enis Budak ile 2020 yılında Manisa Meydanı'nda yan yana fotoğrafımızı görünce bir kez daha kahroldum. Manisa'mızın ve ülkemizin başı sağ olsun"" ifadelerini kullandı. Özgür Özel'in, paylaşımında, Budak ile birlikte çekildikleri bir fotoğraf karesi de yer aldı. (HABER MERKEZİ)  Ülkemizin yüreğini yakan bu kahreden gecede şehit olan Manisalı hemşehrim Enes Budak ile 2020 yılında Manisa Meydanı'nda yan yana fotoğrafımızı gorünce bir kez daha kahroldum.Manisamızın ve ülkemizin başı sağolsun. pic.twitter.com/Pg04WPTtvC"
